"AID","GSWGT4_2"
"92500914",5634.332896558
"92500951",4163.75785762
"92500970",5574.972120149
"92500984",5778.319856797
"92503208",3864.420067321
"92504085",7146.468119381
"92504100",1158.891583198
"92504229",7506.209280606
"92504284",6972.539960191
"92504321",1771.560828233
"92504421",7218.295963409
"92504722",7218.295963409
"92504827",7218.295963409
"92504901",6879.196968851
"92506022",3899.85029377
"92506287",5049.652212376
"92506525",3337.214640279
"92506687",5271.011326049
"92506889",3701.842886887
"92506942",2122.737338544
"92506951",5220.020789563
"92506966",3423.944886611
"92506993",5618.217476745
"92506995",612.809534322
"92507858",3669.554882745
"92507952",5337.791015561
"92507983",3468.842672986
"92508223",5661.031803772
"92508286",7293.249912282
"92508530",756.766991854
"92508625",3634.225255145
"92508726",4516.941172758
"92508934",4399.279024208
"92540117",4357.562125377
"92540351",4478.303793843
"92540559",4020.486370994
"92540654",4429.685617193
"92543208",4248.998197342
"92546073",4503.634588254
"92546995",4389.085841811
"92570084",874.29113153
"92570086",5085.296120153
"92570236",4347.660343323
"92570282",5778.319856797
"92570284",4237.241542457
"92570396",6229.449495076
"92570577",6058.970427711
"92570629",1057.789506991
"92570676",6388.716015291
"92570678",6058.970427711
"92570698",6229.449495076
"92570722",1575.628195167
"92570856",4163.75785762
"92570879",6388.716015291
"92570975",4794.215841227
"92570978",4293.828065397
"92571003",1602.07213567
"92571017",2708.659803184
"92571019",2832.75585641
"92571052",8436.403233515
"92571106",2396.249890599
"92571175",1704.038305603
"92571200",1813.456641398
"92571208",1981.041183514
"92571311",2832.75585641
"92571316",5242.200602108
"92571476",1603.638187764
"92571664",4471.441673022
"92571801",2396.249890599
"92571819",3904.232460734
"92572061",3769.742972745
"92572101",8764.044847603
"92572104",8764.044847603
"92572108",5512.024760816
"92572119",5288.379526277
"92572162",3831.699531173
"92572168",4476.002171821
"92572169",5055.715488254
"92572171",7327.682736317
"92572203",6119.119572801
"92572209",4768.327980166
"92572226",1045.896426871
"92572242",5276.833116759
"92572260",4476.002171821
"92572267",6352.918527827
"92572283",902.121616841
"92572290",3259.716936026
"92572292",2060.74931479
"92572298",3523.187018405
"92572300",4768.327980166
"92572314",3708.481674726
"92572317",4365.369072978
"92572321",1318.833319765
"92572323",2340.973764421
"92572345",4346.317560987
"92572348",4985.46874688
"92572382",902.121616841
"92572383",555.426976972
"92572390",2836.117642578
"92572397",2114.27758995
"92572408",4523.685779558
"92572444",5209.41757891
"92572648",5602.1105235
"92572665",4476.002171821
"92572669",5055.715488254
"92572802",6119.119572801
"92572803",4793.271588995
"92572842",4346.317560987
"92572864",4297.402483045
"92572906",5301.562031316
"92572916",4171.389278053
"92572918",4656.461630934
"92572919",4801.20426037
"92572963",4498.263635652
"92572983",1727.049598305
"92572986",1490.881007795
"92572989",1879.707008568
"92573004",4292.391139109
"92573010",3850.820386516
"92573096",4197.135572586
"92573136",4707.364341942
"92573194",4320.873848054
"92573211",4022.828894407
"92573232",756.382338949
"92573311",2248.107155173
"92573316",2745.213270628
"92573497",4320.873848054
"92573531",4072.103966247
"92573610",3850.820386516
"92573690",8853.835180774
"92573691",5099.426933851
"92573693",5249.366862958
"92573697",5423.665029037
"92573816",2449.833051034
"92573818",2578.824315865
"92573916",2034.098208516
"92573917",3850.820386516
"92573942",3357.611936196
"92573943",3475.678520712
"92573945",2872.879164435
"92573958",3192.93241449
"92574010",2825.482198737
"92574018",5113.059832594
"92574090",2366.572023873
"92574200",579.846122088
"92574302",6879.196968851
"92574314",2726.664479838
"92574316",4547.879056461
"92574614",2787.878621816
"92574701",881.762418106
"92574703",4148.665444835
"92574739",4558.939147189
"92574808",4558.683998507
"92574810",1472.375219493
"92575015",4255.692733808
"92575017",5213.468305932
"92575023",5141.196761524
"92575033",2957.510098894
"92575095",3534.688658227
"92575180",5855.802480728
"92575201",2866.967941746
"92575213",5213.468305932
"92575217",5213.468305932
"92575222",2986.945470862
"92575231",2584.064661809
"92575240",816.756111203
"92575244",832.025349453
"92575246",2465.503240623
"92575247",1501.018135905
"92575248",1406.874771684
"92575249",914.609410133
"92575263",4694.584689827
"92575292",4755.604184292
"92575297",3119.379624113
"92575324",2986.945470862
"92575326",1956.5047413
"92575350",3764.460371288
"92575373",747.326132904
"92575395",3198.316948195
"92575400",3111.148241807
"92575407",3111.148241807
"92575420",5486.308236993
"92575421",4312.417978583
"92575434",3554.072218672
"92575526",1950.351866119
"92575627",1230.25896198
"92575771",5090.399626593
"92575807",3061.790029798
"92575827",6755.424077839
"92575868",4357.831743421
"92575907",2822.974414463
"92575911",3847.35516972
"92575935",3290.912008531
"92575939",2957.510098894
"92575941",1337.122404463
"92575944",827.462430145
"92575951",4928.119658803
"92575959",2633.324568849
"92575971",1183.331782878
"92575974",5090.399626593
"92575990",1999.635201937
"92575992",1679.118437305
"92575995",3332.089135392
"92575999",2130.042290206
"92576033",3840.636472187
"92576040",2030.079343654
"92576122",4821.470019476
"92576182",8838.351866198
"92576248",2429.205765735
"92576288",8838.351866198
"92576312",4250.04940432
"92576328",2726.123244769
"92576439",4068.151022217
"92576472",534.577459086
"92576476",4176.936426782
"92576493",3994.654640778
"92576499",442.858712136
"92576504",3740.947565138
"92576531",3341.104850871
"92576533",3545.079609385
"92576555",5122.31622822
"92576611",3237.456884725
"92576693",421.000692482
"92576694",4996.38033389
"92576774",4739.583404631
"92576865",2318.853100561
"92576937",3654.315997667
"92576939",3675.014615084
"92576950",5273.330310448
"92576984",4567.963576869
"92577013",11322.448365044
"92577065",5207.063626427
"92577112",5733.278771523
"92577127",1553.50002305
"92577129",1948.252259767
"92577160",5591.289171192
"92577161",4334.778766705
"92577217",5635.626840695
"92577326",1178.710865916
"92577368",5207.063626427
"92577514",5656.592578149
"92577581",4749.596795097
"92577617",5053.909863433
"92577864",6170.134551796
"92577917",5044.402530207
"92577918",5053.909863433
"92577920",911.240064719
"92577927",1781.221262802
"92577929",1553.50002305
"92577982",5167.202722026
"92577987",3800.459943108
"92578034",3831.816570453
"92578042",5429.12651812
"92578108",4170.075923238
"92578161",3489.653747578
"92578280",1289.431623203
"92578310",5912.868598827
"92578387",3661.622694219
"92578411",4269.097370729
"92578423",916.315180124
"92578428",979.751828406
"92578515",4189.191503923
"92578545",6308.916156923
"92578562",5173.676807394
"92578580",4783.157012191
"92578589",3661.622694219
"92578667",3415.21778706
"92578722",1571.511604455
"92578783",1289.431623203
"92578846",5477.242384695
"92578860",3369.363703949
"92578899",3357.80062339
"92578902",5942.776572476
"92578907",2993.700380541
"92578930",4411.304763975
"92578935",3541.195782951
"92578984",3808.427484354
"92578995",4113.49928429
"92579175",8965.219000052
"92579179",8111.146142104
"92579232",2649.636485816
"92579235",4201.239163384
"92579238",3870.256995817
"92579261",3127.543067006
"92579267",3314.323902044
"92579291",2747.032226429
"92579292",3604.588041883
"92579297",4102.646346634
"92579299",3085.836433516
"92579335",2528.487781208
"92579371",6909.977318195
"92579376",6774.298422734
"92579934",3058.046531081
"92579935",2858.265094842
"92579937",5829.864961728
"92579942",2364.399858792
"92579943",3058.407891434
"92579949",2529.902710195
"92579960",2593.534174435
"92579962",3253.566559523
"92579963",3127.543067006
"92579965",2532.024682693
"92579968",3127.543067006
"92579970",8111.146142104
"92579979",8965.219000052
"92579982",4160.15303093
"92579984",4372.22050673
"92579987",4483.206926699
"92579992",3956.805280672
"92579993",3096.290531736
"92579994",3703.069480181
"92579996",3733.81699822
"92579998",4102.646346634
"92608078",5314.679461295
"92608972",5279.218064377
"92614170",5735.376087071
"92614372",3792.324253502
"92619168",8161.38006963
"92619265",4674.047022685
"92619368",6636.311407275
"92619869",4674.047022685
"92619969",3967.566938395
"92624977",5615.832293595
"92676153",3162.962636757
"92676351",3162.962636757
"92676356",3330.729286854
"92676421",414.70467799
"92676457",3330.729286854
"92676556",3330.729286854
"92678179",5314.679461295
"92678476",5602.851724843
"92710091",5176.518155261
"92710098",5558.438800215
"92710191",4994.188490377
"92710199",5171.612579033
"92710210",7635.801302012
"92710291",4994.188490377
"92710392",5171.612579033
"92710398",5171.612579033
"92710581",5248.25409405
"92710936",5470.284059612
"92710999",5176.518155261
"92711067",8167.476029576
"92711076",4443.691558202
"92711969",1169.964677119
"92712148",11257.018171744
"92712217",4012.498590669
"92712242",7119.505493906
"92712276",3152.285118964
"92712391",3108.900277446
"92712919",6602.754530529
"92712996",3370.750511323
"92712998",3370.750511323
"92713132",5883.27665109
"92713191",5003.551276103
"92713198",5648.224446674
"92713293",4681.555123211
"92713391",4590.584515173
"92713399",5415.158284848
"92713936",5883.27665109
"92714112",11157.93524421
"92714199",7253.548087189
"92714212",11157.93524421
"92714249",5813.606983314
"92714330",6014.930104822
"92714331",2005.302588875
"92714687",6366.110433796
"92714880",7364.999843075
"92714895",1418.37073077
"92714917",11866.940021872
"92714927",7683.40003043
"92714932",2278.417378432
"92714942",5813.606983314
"92715259",3309.815917735
"92715321",1398.424948777
"92715352",1316.436800142
"92715357",3302.475610674
"92715399",4252.067528239
"92715896",5130.763969422
"92715931",7467.155480288
"92715953",2084.939778766
"92715956",2162.754455307
"92715980",4660.257694941
"92715984",4108.466884236
"92715985",4108.466884236
"92715998",4978.132623942
"92716069",3364.03727045
"92716164",3759.088660265
"92716167",3662.872606696
"92716332",4326.699530278
"92716333",5663.756628666
"92716339",4936.716116376
"92716353",3367.873734257
"92716360",3662.872606696
"92716390",4174.698120523
"92716883",6043.764733641
"92716897",3283.937651071
"92716901",3956.93874068
"92716902",3956.93874068
"92716936",4326.699530278
"92716976",563.66967951
"92716985",5815.262903524
"92717166",1479.728535137
"92717265",5270.323542863
"92717368",6576.599108894
"92717866",3196.453742567
"92717911",6254.768188624
"92717912",6201.08224005
"92717915",6201.08224005
"92717916",5987.326204
"92717917",6254.768188624
"92717918",6254.768188624
"92718020",7682.01001086
"92718027",4834.454200427
"92718100",1241.077749125
"92718114",7177.880215009
"92718115",3636.375320229
"92718126",6028.466778561
"92718190",7101.696826582
"92718265",3029.599932743
"92718269",5027.903993752
"92718307",1152.681892011
"92718324",1220.5897447
"92718344",6245.597549521
"92718370",6405.428474307
"92718390",3985.427087274
"92718906",1366.623462195
"92718922",9484.646356014
"92718925",4872.616376782
"92718929",7682.01001086
"92718945",5308.739825055
"92718978",6641.104448413
"92719277",12675.52931184
"92719934",2640.826738128
"92719939",2666.19339753
"92719970",10256.701951449
"92719971",6622.634953524
"92719975",10256.701951449
"92719979",12675.52931184
"93316052",4330.268298687
"93316956",4717.846130506
"93374970",3082.792850759
"93374973",3220.495092144
"93374975",2659.522177407
"93374978",2659.522177407
"93500252",4553.953841041
"93500376",1005.526524934
"93500385",7632.92940683
"93500455",446.098542953
"93500514",5634.332896558
"93500517",6764.405160161
"93500915",4770.706132637
"93503136",4707.364341942
"93503201",3485.172893141
"93503507",6023.014189018
"93503804",4148.600998313
"93504001",699.503388894
"93504004",561.31299373
"93504281",6740.811685615
"93504600",4854.385874945
"93504605",1441.935702952
"93504704",881.762418106
"93504823",6250.748331911
"93504990",5595.021180114
"93504993",5436.895631012
"93506053",1023.697410842
"93506147",2030.079343654
"93506150",5273.330310448
"93506222",4821.470019476
"93506226",4821.470019476
"93506242",1987.124977142
"93506273",4853.226688678
"93506290",4389.085841811
"93506340",2122.737338544
"93506487",5268.526108296
"93506573",4075.990426065
"93506722",4821.470019476
"93506930",3675.014615084
"93507256",5337.791015561
"93507312",5044.402530207
"93508228",6524.17228455
"93508270",17141.87019066
"93508287",3636.298175114
"93508463",3963.164724675
"93508564",520.150059705
"93508623",4522.340378806
"93508767",3556.21642615
"93508961",4082.602259651
"93540151",5002.40561778
"93540315",4357.562125377
"93544901",4558.683998507
"93544923",6472.605335522
"93546224",4821.470019476
"93546575",3110.541567153
"93548877",20223.355681548
"93570097",4652.646868685
"93570194",5811.425030093
"93570198",4652.646868685
"93570223",1647.034565086
"93570226",1427.560383497
"93570292",4826.4225895
"93570295",3996.540043252
"93570328",1907.798964179
"93570335",4336.518380794
"93570375",6058.970427711
"93570384",874.29113153
"93570396",4826.4225895
"93570432",4396.524982009
"93570513",4937.838117418
"93570521",765.895911427
"93570581",1415.980671094
"93570695",4284.10577755
"93570696",3633.134910841
"93570721",2233.175588033
"93570787",5205.845634671
"93570929",2101.633723764
"93570939",4347.660343323
"93571010",2708.659803184
"93571016",3437.2878057
"93571060",6037.571382393
"93571066",4610.76913576
"93571114",3057.138811639
"93571153",13361.618517513
"93571205",2396.249890599
"93571216",2708.659803184
"93571350",8114.280505709
"93571366",4763.393314958
"93571452",8436.403233515
"93571469",4471.441673022
"93571506",2950.688182791
"93571707",1981.041183514
"93571765",8323.193746446
"93571769",4471.441673022
"93571806",2025.579245725
"93571857",8987.995847534
"93571862",4471.441673022
"93571911",3390.140285007
"93572076",4058.499341762
"93572102",5512.024760816
"93572115",3708.481674726
"93572118",4365.369072978
"93572140",4346.317560987
"93572146",5081.134461243
"93572164",4688.930165193
"93572169",4688.930165193
"93572199",2836.117642578
"93572200",5575.49138349
"93572215",4926.749903258
"93572225",1880.339350165
"93572227",1318.833319765
"93572276",4734.406399525
"93572283",1490.881007795
"93572284",1043.386113063
"93572286",1174.99990652
"93572287",1683.419449606
"93572288",2315.958164158
"93572322",1306.028089922
"93572342",5209.41757891
"93572363",4192.364162881
"93572365",3769.742972745
"93572369",4673.707195969
"93572376",3762.777717803
"93572380",555.426976972
"93572383",1348.740774994
"93572388",1260.539022573
"93572389",988.926006963
"93572390",3275.397523006
"93572393",3259.716936026
"93572443",1563.344695145
"93572448",4985.46874688
"93572462",4476.002171821
"93572668",3769.742972745
"93572802",4523.685779558
"93572804",5575.49138349
"93572808",4768.327980166
"93572864",4213.984409394
"93572910",4801.20426037
"93572916",4926.749903258
"93572948",4985.46874688
"93572964",4297.402483045
"93572971",4331.872521506
"93572975",1945.250105588
"93572986",868.87110363
"93572988",1490.881007795
"93572993",1969.469018556
"93573039",3906.236444293
"93573118",2578.824315865
"93573138",4944.021790159
"93573190",4552.845784883
"93573223",2171.713258925
"93573313",2034.098208516
"93573327",4794.438382999
"93573336",3038.155664396
"93573610",1909.818414867
"93573618",2712.154640363
"93573631",800.534626276
"93573639",4072.103966247
"93573694",3956.549704742
"93573916",4022.828894407
"93573933",4072.103966247
"93573940",2872.496272719
"93573942",2595.709097552
"93573949",2924.513990467
"93573950",4190.117472656
"93573951",3108.017838016
"93573959",3537.46333291
"93573994",5615.214127723
"93573999",5527.389620406
"93574023",1160.095618477
"93574088",7688.253356514
"93574109",780.374856009
"93574203",1420.481037491
"93574235",4761.558001061
"93574247",4121.503267023
"93574299",6382.755632031
"93574300",6569.719601856
"93574305",956.146635985
"93574426",6306.576412215
"93574434",4809.921091646
"93574441",6689.154477575
"93574494",4989.728266509
"93574504",699.503388894
"93574520",6141.80281832
"93574605",3513.268963846
"93574632",1712.063976294
"93574688",7390.081273518
"93574705",4558.683998507
"93574791",6622.047231
"93574818",1310.932601779
"93574847",6689.154477575
"93574885",8222.85604852
"93574894",6382.755632031
"93574909",699.503388894
"93574917",2787.878621816
"93574932",3339.401266132
"93575016",5213.468305932
"93575070",2680.381753954
"93575084",2074.146353318
"93575117",4255.692733808
"93575122",4312.417978583
"93575124",7020.035618692
"93575154",4928.119658803
"93575158",5679.512641403
"93575181",2253.761178744
"93575184",2210.036730407
"93575233",2884.171548062
"93575244",827.462430145
"93575248",1436.927568421
"93575249",979.977465365
"93575250",5500.282006578
"93575275",2761.160175172
"93575287",3672.590605748
"93575290",1171.124294242
"93575309",2866.967941746
"93575329",2028.777069616
"93575336",3773.114765636
"93575354",3764.460371288
"93575384",4401.613129498
"93575385",3780.8644559
"93575389",3868.067314376
"93575395",4058.13648879
"93575398",3167.668541111
"93575400",3184.294976179
"93575403",3072.764353528
"93575407",4573.150386771
"93575425",4312.417978583
"93575621",3864.757637931
"93575624",2985.590005419
"93575625",4312.417978583
"93575800",2973.486418421
"93575809",2343.613356571
"93575820",1039.701338287
"93575835",3773.114765636
"93575924",1039.701338287
"93575946",827.462430145
"93575948",2465.503240623
"93575964",4694.584689827
"93575979",4174.594837053
"93575980",5855.802480728
"93575983",2910.885577007
"93575989",2910.885577007
"93575998",3859.803105916
"93576009",4347.298526379
"93576037",4068.151022217
"93576040",2429.205765735
"93576119",3226.75880406
"93576206",5435.123288456
"93576251",4357.386215008
"93576265",3769.634057332
"93576343",2552.986225352
"93576372",4853.226688678
"93576458",4618.234505673
"93576488",4567.963576869
"93576534",4368.392975877
"93576538",4068.151022217
"93576563",2983.250314466
"93576574",4853.226688678
"93576638",4368.392975877
"93576741",1998.872607263
"93576794",421.000692482
"93576803",3740.947565138
"93576840",2168.297729119
"93576898",4875.65409107
"93576919",4598.466807635
"93576924",3899.85029377
"93577057",4165.144441042
"93577123",2833.325160696
"93577126",3114.23619398
"93577151",3780.007715194
"93577184",5463.467451184
"93577225",668.763793633
"93577262",4539.170558222
"93577320",1178.710865916
"93577321",1372.330467509
"93577328",3114.23619398
"93577782",4889.622511786
"93577922",2219.02152469
"93577953",4165.144441042
"93578019",4312.69557553
"93578025",1069.077452595
"93578040",6232.138574972
"93578082",1462.371790327
"93578116",3949.416295731
"93578142",6295.281955443
"93578170",17123.936340013
"93578217",2645.791290931
"93578231",4740.278833385
"93578249",5222.2843072
"93578309",1537.577292016
"93578314",6178.190541407
"93578315",4107.300229216
"93578347",6232.138574972
"93578380",889.317073937
"93578413",6451.60244017
"93578435",4399.279024208
"93578443",5429.12651812
"93578447",6232.138574972
"93578486",889.317073937
"93578493",3883.031943595
"93578500",1306.699067265
"93578507",2894.443354749
"93578536",4976.575082081
"93578537",2742.844952431
"93578548",5429.12651812
"93578609",1294.718775299
"93578685",1026.165643233
"93578693",3622.709513559
"93578735",4411.304763975
"93578741",7482.120839767
"93578806",4254.983941928
"93578861",2932.654197614
"93578865",3550.79595309
"93578897",3622.709513559
"93578937",756.766991854
"93579230",2858.265094842
"93579232",2649.636485816
"93579234",3058.046531081
"93579239",6199.788911402
"93579260",2300.986255809
"93579262",2486.084351935
"93579266",2557.883013176
"93579267",2833.889413981
"93579273",5956.058701182
"93579278",8965.219000052
"93579292",3956.805280672
"93579293",4030.210574033
"93579298",4710.216599527
"93579331",4240.096231304
"93579332",3058.046531081
"93579336",5829.864961728
"93579375",3077.147183397
"93579379",5956.058701182
"93579934",3427.456549054
"93579938",4722.475647774
"93579941",3046.582622198
"93579945",3182.667424502
"93579948",3046.582622198
"93579950",9655.685764933
"93579958",8448.274957529
"93579961",2993.815277324
"93579963",2557.883013176
"93579966",2559.585568686
"93579977",8111.146142104
"93579982",4609.051146659
"93579984",5175.136507111
"93579988",5406.299589096
"93579993",3604.588041883
"93579994",3085.836433516
"93579995",3574.166089007
"93579999",3085.836433516
"93590952",4163.75785762
"93606129",4016.346385934
"93606726",4016.346385934
"93606824",711.327681783
"93608178",4172.735059845
"93614072",5735.376087071
"93614271",3980.398774776
"93614277",4959.53087474
"93614879",5542.322687141
"93614977",752.085591112
"93619060",8409.369613411
"93619360",7783.433943474
"93619361",6636.311407275
"93619466",8161.38006963
"93619861",8161.38006963
"93619869",7509.814446749
"93624272",3792.324253502
"93624972",3488.446363987
"93636258",4129.498831183
"93676125",610.22315865
"93676527",414.70467799
"93676754",4129.498831183
"93678272",5830.824880745
"93678779",6272.064858753
"93710011",4420.759187115
"93710092",5558.438800215
"93710179",7239.277546578
"93710235",1067.859012663
"93710318",5253.334970991
"93710319",7635.801302012
"93710356",7368.274219773
"93710397",4994.188490377
"93710473",8262.423602431
"93710489",1144.857720745
"93710587",6659.168489703
"93710876",8262.423602431
"93710913",1683.651330799
"93710914",5679.845155688
"93710917",2560.351157016
"93710930",7180.221042996
"93711070",2306.783477811
"93711876",7419.913619351
"93711961",5177.692345652
"93712040",11257.018171744
"93712177",7990.714341312
"93712210",6166.113955699
"93712272",7990.714341312
"93712292",3370.750511323
"93712295",3370.750511323
"93712347",7119.505493906
"93712399",3108.900277446
"93712910",4012.498590669
"93712915",3955.105061544
"93713033",828.036704035
"93713133",1002.773900465
"93713294",5648.224446674
"93713335",743.911725398
"93713409",3655.250330246
"93713602",7546.660935197
"93714010",21579.222227003
"93714021",6261.904695266
"93714082",5922.491250286
"93714087",5457.062300888
"93714092",7253.548087189
"93714126",7683.40003043
"93714190",1418.37073077
"93714236",3499.049626521
"93714292",4080.092611497
"93714317",11157.93524421
"93714349",5813.606983314
"93714387",5922.491250286
"93714398",5015.2921564
"93714847",4903.332853183
"93714890",5907.061880842
"93714941",4903.332853183
"93714984",5922.491250286
"93715125",1398.424948777
"93715253",3302.475610674
"93715255",2162.754455307
"93715257",1520.920222393
"93715269",6435.748906756
"93715362",7918.203020084
"93715394",3300.996536894
"93715890",2485.10259765
"93715922",7368.032071513
"93715932",8264.499060061
"93715933",8264.499060061
"93715935",7618.892597687
"93715937",5006.568689447
"93715953",4037.237857933
"93715982",4660.257694941
"93715989",4108.466884236
"93715990",3300.996536894
"93715999",617.853317992
"93716058",3367.873734257
"93716092",2833.672983958
"93716093",4321.147830412
"93716159",4359.594101133
"93716196",5363.70290547
"93716198",833.615888454
"93716260",3595.414885529
"93716333",8954.160467723
"93716334",8954.160467723
"93716352",3079.235544874
"93716393",833.615888454
"93716424",5133.009861911
"93716669",3662.872606696
"93716901",4300.132566907
"93716905",3956.93874068
"93716911",4342.134243034
"93716915",5554.230103129
"93716921",3294.017204646
"93716927",3294.017204646
"93716970",524.398988111
"93716976",265.371015149
"93716993",3283.937651071
"93717060",5270.323542863
"93717156",8147.610187725
"93717257",6099.608297814
"93717361",6150.175661809
"93717463",3196.453742567
"93717464",1297.196265525
"93717868",3369.061142491
"93717869",6599.425596268
"93717956",6978.655712926
"93717958",6071.433051818
"93717967",6576.599108894
"93718017",4000.77485423
"93718046",5308.739825055
"93718123",1418.788365174
"93718129",4593.920016121
"93718189",5210.999601085
"93718206",4055.500463316
"93718273",7126.521155147
"93718280",4635.990511589
"93718297",4013.409950599
"93718312",4676.142139908
"93718316",1773.63046113
"93718326",7745.44741732
"93718361",9806.913771631
"93718377",7097.877898061
"93718397",4013.409950599
"93718682",912.431468882
"93718821",7682.01001086
"93718903",1663.053038246
"93718917",1236.287654088
"93718943",6453.085482535
"93718944",7165.265629246
"93719930",2669.988452842
"93719938",1719.580149535
"93719971",6622.634953524
"93719972",12675.52931184
"94500172",4464.285521013
"94500212",4770.706132637
"94500284",1215.919152648
"94500452",4020.486370994
"94500619",5028.724504761
"94500874",7465.164498769
"94500877",4747.385302935
"94500878",4441.786251591
"94500925",2300.944620661
"94501957",8987.995847534
"94503036",4507.049315899
"94503334",4244.372328859
"94503809",4292.391139109
"94503830",4707.364341942
"94503834",4072.103966247
"94503902",3864.420067321
"94503909",6023.014189018
"94504082",7187.005141264
"94504188",6740.811685615
"94504223",1047.561635643
"94504325",6141.80281832
"94504408",699.503388894
"94504645",4121.503267023
"94504708",1441.935702952
"94504728",7273.718859902
"94504828",7273.718859902
"94504991",6622.047231
"94504994",6950.187811152
"94506049",1979.392827696
"94506051",1088.659613879
"94506202",4086.675020627
"94506247",2440.372146588
"94506254",5377.520913143
"94506271",4503.634588254
"94506321",3403.034447
"94506340",2030.079343654
"94506350",6117.240877176
"94506352",4429.782913434
"94506376",4176.936426782
"94506520",4821.470019476
"94506575",4176.936426782
"94506686",4567.963576869
"94506933",3968.595457456
"94506956",4429.782913434
"94506999",4875.65409107
"94507152",5337.791015561
"94507214",5733.278771523
"94508068",777.205807891
"94508165",6781.640312911
"94508237",6314.452650226
"94508423",4516.941172758
"94508567",3174.007478449
"94508662",3112.423130508
"94508679",20223.355681548
"94508733",6314.452650226
"94540213",8889.321355906
"94540311",4770.706132637
"94543907",8150.22412326
"94544200",708.535707978
"94544288",6740.811685615
"94544304",6489.881970266
"94544909",1218.767913644
"94546874",4075.990426065
"94548379",15969.414161398
"94548977",15944.457474881
"94570029",2863.440156166
"94570083",1090.578801684
"94570097",3777.364005108
"94570121",3535.315398754
"94570151",5002.40561778
"94570199",4652.646868685
"94570297",3996.540043252
"94570384",7632.92940683
"94570479",7758.904985794
"94570493",5811.425030093
"94570526",3882.011417601
"94570527",2300.944620661
"94570620",2182.55235519
"94570676",5574.972120149
"94570691",4826.4225895
"94570694",4826.4225895
"94570699",4652.646868685
"94570773",6058.970427711
"94570833",4284.907455013
"94570891",4318.792263859
"94570914",601.143673288
"94570920",2101.633723764
"94570921",2674.517349187
"94571009",2115.501313932
"94571010",3047.810895907
"94571015",3390.140285007
"94571070",841.206361402
"94571074",1603.638187764
"94571100",2742.856249689
"94571160",6037.571382393
"94571176",1528.086099434
"94571200",2601.312623365
"94571212",3057.138811639
"94571265",5096.46760295
"94571310",3057.138811639
"94571353",13361.618517513
"94571364",5279.652864451
"94571367",6037.571382393
"94571405",2396.249890599
"94571407",3216.097308411
"94571468",4553.411182983
"94571479",1528.086099434
"94571501",3216.097308411
"94571502",1981.041183514
"94571506",2606.280745868
"94571751",988.640401232
"94571818",3437.2878057
"94571870",2135.547639831
"94571903",2742.856249689
"94571906",2244.102736772
"94571910",3502.413796205
"94571950",8987.995847534
"94571970",806.071171498
"94571971",7523.068117845
"94572040",1989.189517801
"94572046",5081.134461243
"94572066",4502.992751545
"94572104",5575.49138349
"94572149",5081.134461243
"94572160",6352.918527827
"94572170",7327.682736317
"94572194",3259.716936026
"94572206",4559.000751538
"94572208",4523.685779558
"94572216",5288.379526277
"94572220",1318.833319765
"94572227",1318.833319765
"94572263",3769.742972745
"94572270",4814.520476282
"94572285",1863.252082961
"94572291",2060.74931479
"94572312",4926.749903258
"94572315",4171.389278053
"94572318",4171.389278053
"94572325",4735.732031893
"94572326",1304.895170191
"94572327",1357.87511821
"94572343",4985.46874688
"94572360",3831.699531173
"94572377",4058.499341762
"94572380",1174.99990652
"94572388",868.87110363
"94572396",1726.581795905
"94572560",4673.707195969
"94572567",3769.742972745
"94572661",6352.918527827
"94572662",7819.42904763
"94572667",4688.930165193
"94572878",4814.520476282
"94572902",4559.000751538
"94572912",3708.481674726
"94572918",4926.749903258
"94572923",2946.231107729
"94572929",2340.973764421
"94572940",5276.833116759
"94572944",5209.41757891
"94572977",3921.702406664
"94572981",1683.419449606
"94572988",1657.953976486
"94572989",1657.953976486
"94573092",5527.389620406
"94573223",4794.438382999
"94573232",3906.236444293
"94573418",2449.833051034
"94573439",538.169950513
"94573497",4552.845784883
"94573691",5099.426933851
"94573693",5715.810641402
"94573699",5186.846739906
"94573925",2171.713258925
"94573941",2595.709097552
"94573943",2924.513990467
"94573944",3683.250446186
"94573949",3357.611936196
"94573951",4440.356597644
"94573955",4010.956023518
"94573957",3537.46333291
"94574027",6306.576412215
"94574105",881.762418106
"94574112",928.579094676
"94574118",7218.015921494
"94574119",4044.542886923
"94574128",6250.748331911
"94574135",10861.042614706
"94574140",3927.174306767
"94574235",1271.851195127
"94574237",4693.343971212
"94574241",4121.503267023
"94574281",8222.85604852
"94574310",2155.903318279
"94574388",7134.981661774
"94574412",9158.471240385
"94574414",4205.104157456
"94574494",5597.866101256
"94574536",7620.370998172
"94574647",4061.046214363
"94574729",7273.718859902
"94574748",8207.925136795
"94574802",1086.699866141
"94574815",2787.878621816
"94574830",4665.219262801
"94575026",1358.46555532
"94575029",927.184934276
"94575035",3290.912008531
"94575068",4038.548472868
"94575076",6762.77223634
"94575116",5146.448282806
"94575133",2957.510098894
"94575172",5090.399626593
"94575194",3534.688658227
"94575195",3534.688658227
"94575211",3364.911494364
"94575218",5146.448282806
"94575228",4312.417978583
"94575231",5055.795889798
"94575243",1700.788002713
"94575247",1301.562245985
"94575261",4357.831743421
"94575263",1607.572760642
"94575280",1847.408512311
"94575288",2831.706097511
"94575333",2884.171548062
"94575367",5560.111587548
"94575369",4357.831743421
