"AID","ResidentMotherPresence","ResidentFatherPresence","ResidentBiologicalParents","ParentMarried","ParentPartnered","HouseholdSize","NumberSiblings","BirthOrder","ParentAge","MotherEducation","FatherEducation","MotherOccupationPrestige","FatherOccupationPrestige","MotherWorkForPay","FatherWorkForPay","FamilyIncome","PublicAssistance","Welfare","EconomicHardship","FamilySocialSupport","SharedDinner","IntergenerationalClosure","ParentConnectionFriends","MotherRelationshipQuality","FatherRelationshipQuality","MotherSharedActivity","FatherSharedActivity","ParentPartnerRelationship","ParentControl","MotherSupervision","FatherSupervision","MotherInvolveSchool","FatherInvolveSchool","ParentPTA","ParentFundRaise","ParentMetTeacher","MotherEducationExpectation","FatherEducationExpectation","MotherNativity","FatherNativity","ParentYearsInUS","ParentReligiosity","EnglishHome","ParentHealth","ParentSmoke","MotherAlcoholic","FatherAlcoholic","MotherObese","FatherObese","MotherDisable","FatherDisable","SmokerHousehold","DrugHousehold","FamilyAccessMedicalCare","ParentPreviousRelationship","NonresidentBioFatherDeceased","YearsLiveStepfather","BornToAdolescentParent","Sex","Age","Latinx","Black","NativeAmerican","AAPI","OtherRace","EmotionalAbuse","PhysicalAbuse","BioMotherIncarceration","BioFatherIncarceration","EducationAttainment"
"94506933",1,0,0,0,0,1,0,1,44,17,13.36908,2,3.347201,1,0.929593,4.11087386417331,0,0,0,4.5,5,2,3,4.2,4.243704,5,2.910392,-0.0005413742,0,2,1.100092,2,1.068472,0,1,1,5,4.363035,0,0.8700154,10.4166666666667,1,0,5,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,3,1,1,7.569198,0,1,16.3333333333333,0,0,0,1,0,2,0,0,0,18
"94506956",1,0,0,1,1,4,2,1,41,12,13.36908,2,3.347201,1,0.929593,NA,0,0,0,3.5,5,0,3,5,4.243704,3,2.910392,0.993714695271192,2,3,1.100092,2,1.068472,0,1,1,5,4.363035,1,0.8700154,41,3,1,5,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,4,2,1,7.569198,0,0,16.9166666666667,1,0,1,0,0,3,5,0,0,13
"94506999",1,1,1,NA,NA,5,1,1,NA,16,13,5,3,1,1,NA,NA,NA,NA,3.25,6,NA,NA,3.8,3.2,7,3,NA,2,2,2,2,1,NA,NA,NA,4,4.5,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,1,16.75,0,0,0,1,0,3,0,0,2,14
"94507152",1,1,1,1,1,4,2,3,39,10,10,4,3,1,1,3.85014760171006,0,0,0,4.25,7,1,3,4.4,4.4,7,6,0.993714695271192,2,3,1,2,1,0,NA,NA,5,5,1,1,39,4,1,5,0,0,0,0,0,0,0,1,0,3,1,0.7259314,7.569198,0,0,16.8333333333333,0,0,0,0,0,2,0,0,0,10
"94507214",1,1,0,NA,NA,4,2,1,NA,12,12,4,3,1,1,NA,NA,NA,NA,3.25,3,NA,NA,1.8,3.4,4,4,NA,2,2,2,1,2,NA,NA,NA,5,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,1,NA,1,18.0833333333333,0,0,0,0,0,3,4,0,0,14
"94508068",1,1,1,0,1,5,2,3,45,17,10,5,2,1,1,2.19722457733622,0,0,1,5,7,3,6,4,3,7,1,-1.24511373861316,0,2,1,2,0,1,0,1,5,4.5,1,1,45,4,1,2,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,17.6666666666667,0,1,0,0,0,3,0,0,0,19
"94508165",1,1,1,1,1,3,1,1,50,16,14,5,4,1,1,3.93182563272433,0,0,0,4,5,4,3,3.6,4.6,6,6,-1.70622029794432,2,2,2,1,2,1,NA,NA,4,4.5,1,1,50,4,1,3,0,0,0,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,0,14.75,0,0,0,0,0,3,0,0,0,17
"94508237",1,1,1,1,1,3,1,2,41,12,12,4,2,1,1,4.11087386417331,0,0,0,4.5,7,2,3,4.4,4.2,2,2,-0.329350225757261,3,3,0,0,0,1,NA,NA,5,5,1,1,41,4,1,2,0,0,0,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,0,15.8333333333333,0,0,0,0,0,3,5,0,0,14
"94508423",1,1,1,1,1,2,0,4,52,16,16,5,5,1,1,3.93182563272433,0,0,0,4.5,7,2,3,4.2,3.8,4,3,0.332182234756965,4,3,1,2,2,0,0,1,4.5,4.5,1,1,52,4,1,3,0,0,0,1,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,17.25,0,0,0,0,0,0,0,0,0,16
"94508567",1,0,0,0,0,5,1,1,36,10,13.36908,3,3.347201,1,0.929593,1.79175946922805,0,1,0,3,6,1,1,4.4,4.243704,6,2.910392,-0.0005413742,2,1,1.100092,2,1.068472,0,NA,NA,5,4.363035,1,0.8700154,36,4,1,4,0,NA,0.06048632,NA,0.1127865,0,0.05724351,0,0,4,0,1,7.569198,NA,1,15.5833333333333,0,1,0,0,0,5,0,6,4,12
"94508662",1,1,1,1,1,5,2,2,38,12,12,2,3,1,1,3.78418963391826,0,0,0,3.5,5,NA,NA,5,3,1,1,-0.990882686271487,3,1,1,1,0,1,0,1,3.5,2,1,1,38,1,1,4,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,0,15.6666666666667,0,1,0,0,0,4,0,0,0,16
"94508679",1,1,1,1,1,4,1,2,42,12,16,4,5,1,1,4.02535169073515,0,0,0,5,4,3,3,5,5,6,4,0.332182234756965,0,2,2,2,2,0,0,1,4,5,1,1,42,3.5,1,2,0,0,0,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,17.9166666666667,0,0,0,0,0,0,0,0,0,16
"94508733",1,1,0,1,1,2,0,2,42,12,12,2,2,1,1,4.02535169073515,0,0,NA,4.5,7,0,3,5,4.2,4,4,0.532608135940035,2,3,1,2,2,0,0,0,4.5,4.5,1,1,42,1,1,5,1,0,NA,0,NA,0,0,1,0,2,2,1,9,0,0,14.75,0,0,0,0,0,0,1,0,0,14
"94540213",1,1,1,1,1,7,3,2,37,10,10,2,1,0,0,3.36729582998647,1,1,1,4.75,7,4,3,4.8,5,2,5,-1.33147973167261,5,3,3,0,2,0,0,1,3.5,3.5,0,0,37,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0.7259314,7.569198,0,0,15.4166666666667,0,0,0,1,0,0,0,0,0,12
"94540311",1,1,1,1,1,5,2,2,44,17,17,1,5,0,1,0,0,0,0,5,7,1,3,5,2.6,4,3,0.532608135940035,3,3,1,1,1,1,1,1,5,5,1,1,44,3,1,4,0,0,0,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.8333333333333,0,0,0,0,0,2,0,0,0,18
"94543907",1,1,1,1,1,4,2,1,38,8,8,1,2,0,1,NA,0,0,0,4.75,0,2,3,4.4,5,3,2,0.993714695271192,2,3,1,0,0,0,NA,NA,5,5,0,0,38,4,1,4,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,0,15.4166666666667,1,0,0,0,1,0,0,0,0,14
"94544200",1,1,1,1,1,4,2,3,43,17,14,5,5,1,1,4.39444915467244,0,0,0,4.5,0,2,3,5,5,7,4,-0.128924324574191,5,3,2,2,2,1,NA,NA,5,5,1,1,43,4,1,4,0,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,16.5,0,1,0,0,0,5,5,0,0,14
"94544288",1,1,1,1,1,6,3,1,44,14,16,2,5,0,1,4.33073334028633,0,0,0,3.75,7,2,3,5,4.2,6,3,-1.90664619912739,2,3,1,3,3,0,0,0,5,5,1,1,44,3.5,1,2,1,0,1,1,0,1,0,1,0,4,1,0.7259314,7.569198,0,1,16.0833333333333,0,0,0,0,0,1,1,0,0,14
"94544304",1,1,0,0,0,6,4,3,38,8,12,3,3,1,1,2.39789527279837,0,1,1,4.25,1,0,3,3.8,4,5,3,-0.0005413742,5,2,1,2,2,0,NA,NA,3,1.5,0,1,38,4,0,3,0,NA,NA,NA,NA,0,0,0,0,1,1,0,7.569198,0,1,16.5833333333333,1,0,0,0,0,1,0,0,0,12
"94544909",1,1,1,1,NA,3,1,1,48,12,16,1,5,0,1,3.87120101090789,0,0,0,3.5,7,4,6,4.4,3.2,1,1,NA,1,3,1,0,0,0,NA,NA,4.5,4.5,0,1,48,2.5,1,2,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,14.5833333333333,1,0,0,0,0,0,0,0,0,18
"94546874",1,1,1,1,1,6,3,1,40,14,16,1,5,0,1,4.39444915467244,0,0,0,4.75,7,2,3,5,5,9,10,0.332182234756965,0,3,2,2,3,0,0,1,5,5,1,1,40,4,1,3,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.4166666666667,0,0,0,0,0,0,0,0,0,16
"94548379",1,1,1,1,1,6,2,1,36,12,12,4,4,1,1,4.39444915467244,0,0,0,4.25,7,2,2,4.4,4.4,3,4,0.532608135940035,0,2,1,2,2,0,1,1,5,5,1,1,36,4,1,5,0,0,0,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.6666666666667,0,0,0,0,0,0,0,0,0,19
"94548977",1,1,0,1,1,4,1,1,37,16,12,2,3,0,1,3.8286413964891,0,0,0,3.25,2,0,6,4,4.8,3,1,0.131756333573896,1,3,1,1,0,0,0,0,1.5,2,1,1,37,3,1,4,1,0,NA,0,NA,0,0,1,0,4,2,1,12,0,1,15.9166666666667,0,0,0,0,0,0,0,0,0,16
"94570029",1,1,1,1,1,3,1,1,46,12,12,3,2,1,1,3.43398720448515,0,0,1,3.75,7,2,3,4,5,2,2,-0.0686695676091736,3,1,1,1,1,0,NA,NA,5,5,1,1,46,3,1,1,1,0,1,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,13.1666666666667,0,0,0,0,0,0,0,0,0,14
"94570083",1,1,1,1,1,3,1,1,40,14,16,2,3,1,1,4.02535169073515,0,0,0,4.25,7,2,3,5,3.8,4,1,-0.0686695676091736,1,2,2,1,1,1,1,1,4.5,5,1,1,40,4,1,4,1,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,15.9166666666667,0,1,0,0,0,2,0,0,0,13
"94570097",1,1,0,1,1,4,2,4,46,12,10,4,2,1,1,NA,0,0,0,4,1,3,3,4,4,0,2,0.332182234756965,0,2,0,0,1,1,NA,NA,5,5,1,1,46,4,1,4,0,NA,0,NA,0,0,0,0,0,4,2,0.7259314,7.569198,NA,0,17.75,0,0,0,0,0,3,0,0,0,12
"94570121",1,1,1,1,1,4,2,1,42,17,17,5,5,1,1,4.70953020131233,0,0,0,3.5,5,6,3,4.8,4.6,1,1,0.532608135940035,0,1,1,0,0,1,1,1,4.5,4.5,1,1,42,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,16
"94570151",1,0,0,0,1,2,0,1,44,12,13.36908,3,3.347201,1,0.929593,2.56494935746154,1,1,1,3.25,0,1,6,4.6,4.243704,4,2.910392,-1.44553963979623,5,2,1.100092,2,1.068472,0,0,0,5,4.363035,0,0.8700154,14.8333333333333,3,0,2,0,0,0.06048632,1,0.1127865,0,0.05724351,0,0,1,3,0,7.569198,0,0,15.8333333333333,1,0,0,0,0,1,1,0,0,13
"94570199",1,1,1,1,1,2,0,1,51,10,11,4,3,1,1,3.89182029811063,0,0,0,5,4,0,6,5,4.8,5,6,-0.7302020281234,5,3,1,2,2,0,0,0,5,5,1,1,51,4,1,2,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,15.9166666666667,0,0,0,0,0,1,0,0,0,12
"94570297",1,1,1,1,1,3,1,2,39,14,12,5,5,1,1,4.11087386417331,0,0,0,4.25,5,1,3,5,5,2,3,-0.128924324574191,3,3,1,0,0,0,1,1,5,5,1,1,39,4,1,3,0,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,15.9166666666667,0,0,0,0,0,0,0,0,0,12
"94570384",1,1,1,1,1,2,0,2,43,16,16,5,5,1,1,4.51085950651685,0,0,0,3.75,2,3,6,4.2,4.4,3,5,-0.643836035063955,1,1,1,1,1,1,1,1,5,5,1,1,43,2.5,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,16.25,0,0,0,0,0,2,0,0,0,18
"94570479",1,1,1,1,1,3,1,2,39,12,12,2,2,1,1,5.08140436498446,0,0,0,4,4,3,3,5,5,4,5,0.332182234756965,2,2,1,3,3,1,1,1,4.5,4.5,1,1,39,2,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,15,0,0,0,0,0,0,0,0,0,14
"94570493",1,1,1,1,1,4,2,1,36,12,12,1,5,0,1,NA,0,0,0,4,2,6,3,4,4.4,5,5,0.332182234756965,2,3,1,0,0,0,NA,NA,5,5,1,1,36,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,18,0,0,0,0,0,0,0,0,0,16
"94570526",1,1,1,1,1,2,0,3,48,13,12,4,3,1,1,NA,0,0,0,1.25,5,3,6,2,1.2,0,0,-0.128924324574191,2,1,0,0,0,0,NA,NA,5,5,1,1,48,4,1,3,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,18.5,0,0,0,0,0,0,0,0,0,16
"94570527",1,0,0,1,1,3,1,1,41,12,13.36908,2,3.347201,1,0.929593,2.83321334405622,1,1,1,3.75,7,0,5,4.6,4.243704,6,2.910392,-2.30749800149353,1,2,1.100092,2,1.068472,1,1,1,3,4.363035,1,0.8700154,41,4,1,3,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,3,1,1,7.569198,0,1,17.4166666666667,0,0,0,0,0,1,0,0,0,12
"94570620",1,1,1,1,1,4,2,1,39,13,12,2,3,1,1,3.25809653802148,0,0,0,4.75,7,4,3,5,4.4,4,1,-2.36775275845855,0,2,2,1,0,0,1,1,5,5,1,1,39,3.5,1,3,0,0,0,1,1,0,0,1,0,3,1,0.7259314,7.569198,0,1,18.0833333333333,0,0,0,0,0,4,0,0,0,14
"94570676",1,1,0,1,NA,5,2,1,49,17,17,5,5,1,1,5.30330490805908,0,1,0,4.5,6,6,3,4.4,4.4,8,6,NA,2,1,2,2,2,1,NA,NA,1.5,1.5,1,1,49,3.5,1,3,0,NA,NA,NA,NA,0,0,0,0,4,1,1,7.569198,NA,1,16.5833333333333,0,0,0,0,0,1,0,0,0,16
"94570691",1,1,0,1,1,4,1,1,43,12,NA,1,2,0,1,3.25809653802148,0,1,0,3,3,1,6,4.6,2.6,3,0,-0.870373172341452,0,3,0,0,0,0,NA,NA,4,3,1,1,43,3,1,1,1,0,NA,1,NA,1,1,1,0,3,4,0,8,0,0,15.9166666666667,0,0,0,0,0,2,0,0,1,14
"94570694",1,1,1,1,1,5,2,1,37,NA,NA,1,3,0,1,3.29583686600433,0,0,0,4.75,1,1,2,4,4.2,3,2,0.532608135940035,4,3,1,1,1,0,0,1,5,5,1,1,37,2,1,2,1,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,15,0,0,0,0,0,0,0,0,0,12
"94570699",1,1,1,1,1,3,1,3,44,12,12,4,3,1,1,NA,0,0,0,4,6,2,3,5,3.6,6,1,-0.329350225757261,1,2,0,1,0,0,0,1,3.5,5,1,1,44,2,1,5,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,16.0833333333333,0,0,0,0,0,1,0,0,0,13
"94570773",1,1,1,NA,NA,4,2,2,NA,14,12,5,2,1,1,NA,NA,NA,NA,3.25,0,NA,NA,3.8,4,0,1,NA,0,1,0,0,0,NA,NA,NA,4,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,0,18.75,0,0,0,0,0,3,0,0,0,14
"94570833",1,1,1,NA,NA,3,1,2,NA,8,8,2,3,1,1,NA,NA,NA,NA,4.25,7,NA,NA,4.2,4,1,2,NA,4,3,3,0,2,NA,NA,NA,5,5,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,0,15.6666666666667,1,0,0,0,1,0,0,0,0,14
"94570891",1,1,0,0,1,4,2,1,37,12,10,4,3,1,1,3.8286413964891,0,0,0,4,5,1,4,5,4.8,5,3,0.532608135940035,0,2,1,2,1,0,0,0,4,2.5,1,1,37,3.5,1,4,1,0,NA,0,NA,0,0,1,0,4,1,0,7,0,1,16.6666666666667,0,0,0,0,0,5,0,0,NA,14
"94570914",1,0,0,1,1,5,3,2,45,8,13.36908,2,3.347201,1,0.929593,2.07944154167984,1,1,NA,4,7,0,0,4.8,4.243704,9,2.910392,-0.810118415376434,4,2,1.100092,3,1.068472,1,NA,NA,5,4.363035,0,0.8700154,8.33333333333333,4,0,1,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,2,1,1,7.569198,0,1,18.0833333333333,0,1,0,0,0,0,0,0,0,14
"94570920",1,1,1,1,1,3,1,1,49,16,14,5,5,1,1,3.2188758248682,0,0,1,4,3,4,3,4.8,3,5,5,-2.10707210031046,0,0,2,1,1,0,0,0,5,5,1,1,49,4,1,3,0,0,NA,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,0,17.4166666666667,0,0,0,0,0,0,0,0,0,18
"94570921",1,1,1,1,1,3,1,2,49,14,14,5,5,1,1,3.2188758248682,0,0,1,4.75,6,4,6,5,5,3,5,-2.10707210031046,0,3,2,1,1,0,0,1,5,5,1,1,49,4,1,3,0,0,NA,1,1,0,0,0,0,4,1,0.7259314,7.569198,0,0,14.75,0,0,0,0,0,0,0,0,0,14
"94571009",1,1,1,1,1,4,2,3,42,12,10,4,3,1,1,4.07753744390572,0,0,0,4.25,7,3,3,5,4.8,1,1,0.532608135940035,1,2,3,0,1,0,1,1,3.5,4.5,1,1,42,2.5,1,5,1,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,15.9166666666667,0,0,0,0,0,0,0,0,0,16
"94571010",1,1,1,1,1,5,2,1,39,13,13,4,5,1,1,3.09104245335832,0,0,1,3.75,7,3,1,4.2,5,5,6,-0.52977612694033,0,2,1,0,1,0,NA,NA,5,5,1,1,39,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,18.25,0,0,0,0,0,0,0,0,0,14
"94571015",1,1,1,1,1,2,0,2,46,14,16,4,5,1,1,3.36729582998647,0,0,1,4.75,2,0,3,5,4.6,5,5,-1.90664619912739,0,2,2,0,0,0,0,0,5,5,1,1,46,4,1,4,0,0,1,0,NA,0,0,1,0,3,1,0.7259314,7.569198,0,0,18.25,0,0,0,0,0,0,0,0,0,13
"94571070",1,1,0,0,1,4,2,1,32,16,14,3,3,1,1,4.11087386417331,0,1,0,3.5,7,0,1,4.4,4.2,4,0,-0.52977612694033,4,3,2,2,0,0,0,1,5,5,1,1,32,2.5,1,3,0,0,NA,0,NA,0,0,0,1,3,2,1,3,1,1,15.0833333333333,0,1,0,0,0,3,3,0,0,14
"94571074",1,1,0,1,1,5,2,1,33,12,12,4,5,1,1,3.49650756146648,0,1,0,3.75,0,1,2,4.6,4.4,3,3,0.532608135940035,4,2,2,2,2,0,1,1,5,5,1,1,33,3,1,3,1,0,NA,0,NA,0,0,1,0,4,2,1,3,1,1,15.0833333333333,0,1,0,0,0,0,0,0,3,14
"94571100",1,1,1,1,1,3,0,3,53,12,12,4,2,1,1,3.93182563272433,0,0,0,4.25,0,1,6,4.8,5,5,4,0.993714695271192,1,3,2,2,2,0,0,1,4,4,0,1,53,2.5,1,5,0,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,18.8333333333333,0,0,0,0,0,0,0,0,0,12
"94571160",1,1,1,1,1,3,1,1,47,10,8,3,3,1,1,3.8286413964891,0,0,0,3.25,7,1,3,3,3.4,3,2,-0.52977612694033,2,2,1,1,1,0,NA,NA,4,4.5,1,1,47,4,1,3,0,0,0,0,0,0,0,1,0,3,1,0.7259314,7.569198,0,1,17.9166666666667,0,0,1,0,0,5,3,0,0,14
"94571176",0,1,0,0,0,2,1,2,42,13.22558,12,3.350598,5,0.7734247,1,NA,0,0,0,4.5,7,0,6,4.430109,5,3.951984,4,-0.0005413742,4,2.090406,3,1.280745,2,1,0,1,4.341575,5,0.8798627,0,42,3.5,1,5,0,0.0141125,0,0.1901437,0,0.04313021,0,0,0,4,1,0.7259314,7.569198,0,0,15,0,1,0,0,1,NA,NA,0,0,14
"94571200",1,0,0,0,1,1,0,2,45,NA,13.36908,5,3.347201,1,0.929593,3.04452243772342,0,0,1,4.5,7,0,2,4.5,4.243704,3,2.910392,0.592862892905053,4,3,1.100092,0,1.068472,0,NA,NA,5,4.363035,1,0.8700154,45,3,1,2,1,NA,0.06048632,NA,0.1127865,0,0.05724351,1,0,1,1,1,7.569198,0,0,17.1666666666667,0,1,0,0,0,0,0,0,0,8
"94571212",1,1,1,1,1,7,5,1,35,12,12,3,2,1,1,3.49650756146648,0,0,0,4.5,7,6,3,4,4.6,5,5,0.332182234756965,5,3,3,1,2,0,1,1,3.5,3.5,1,1,35,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,14.3333333333333,0,0,0,0,0,3,0,0,0,14
"94571265",1,1,0,1,1,6,3,1,35,12,17,2,5,0,1,3.78418963391826,0,0,1,3.75,7,6,3,4.4,4.2,5,5,0.332182234756965,2,3,1,2,2,1,0,1,3.5,2.5,1,1,35,3,1,4,0,0,NA,0,NA,0,0,0,0,3,3,1,6,0,0,15.6666666666667,0,0,0,0,0,3,0,0,0,14
"94571310",1,1,1,1,1,5,3,3,42,13,12,4,2,1,1,3.71357206670431,0,0,0,4,3,3,3,4.2,4.2,2,2,0.332182234756965,0,1,1,0,1,0,NA,NA,5,4.5,1,1,42,3,1,3,1,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,14.25,0,0,0,0,0,0,0,0,0,13
"94571353",1,1,1,1,1,2,0,1,41,14,10,5,3,1,1,4.30406509320417,0,0,0,4,4,3,3,4.8,4.2,7,5,-1.18485898164814,1,2,1,2,1,0,NA,NA,5,4.5,1,1,41,2.5,1,4,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,18.5833333333333,0,0,0,0,0,1,0,0,0,16
"94571364",1,1,1,1,1,3,1,1,41,16,16,2,4,0,1,4.26267987704132,0,0,0,4.5,7,2,6,4.6,4.6,3,3,0.332182234756965,1,3,2,1,1,0,NA,NA,4,5,1,1,41,4,1,5,0,0,0,0,0,0,1,0,0,4,1,0.7259314,7.569198,0,0,15.3333333333333,0,0,0,0,0,0,0,0,0,16
"94571367",1,0,0,0,0,5,0,2,37,12,13.36908,3,3.347201,1,0.929593,1.79175946922805,0,1,0,4.5,3,3,3,4.2,4.243704,3,2.910392,-0.0005413742,0,2,1.100092,0,1.068472,0,NA,NA,2,4.363035,NA,0.8700154,37,2.5,1,5,0,NA,0.06048632,NA,0.1127865,0,0.05724351,1,0,2,2,1,7.569198,NA,1,18.0833333333333,0,0,0,0,0,2,0,0,1,13
"94571405",1,1,1,1,1,3,1,1,38,16,16,5,5,1,1,3.93182563272433,0,0,0,4,7,2,3,4.6,3.8,5,2,0.0715015766088781,0,1,1,1,1,0,NA,NA,5,5,0,0,38,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,13.8333333333333,0,0,0,1,0,4,0,0,0,20
"94571407",0,1,0,1,1,2,0,1,32,13.22558,12,3.350598,3,0.7734247,1,3.71357206670431,0,0,1,4,0,3,3,4.430109,5,3.951984,3,-1.39173448863763,3,2.090406,1,1.280745,2,0,0,1,4.341575,5,0.8798627,0,32,2,1,2,1,0.0141125,0,0.1901437,0,0.04313021,0,1,0,4,1,0.7259314,7.569198,NA,0,14.3333333333333,0,0,0,0,0,0,0,0,1,12
"94571468",1,1,1,1,1,4,2,2,35,13,14,4,2,1,1,3.89182029811063,0,0,0,3.5,6,1,6,4.2,4.2,3,2,-1.30536849557818,2,3,2,1,0,0,NA,NA,5,5,1,1,35,2.5,1,4,0,0,0,1,0,0,0,0,0,2,1,0.7259314,7.569198,0,1,15.3333333333333,0,0,0,0,0,3,2,0,0,16
"94571479",1,0,0,0,1,1,0,1,41,17,13.36908,5,3.347201,1,0.929593,3.89182029811063,0,0,1,4.75,3,1,6,5,4.243704,4,2.910392,-1.70622029794432,1,1,1.100092,0,1.068472,1,NA,NA,5,4.363035,1,0.8700154,41,3.5,1,3,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,4,2,1,7.569198,0,0,15.0833333333333,0,1,0,0,0,5,5,0,0,14
"94571501",1,0,0,1,1,2,0,3,40,12,13.36908,4,3.347201,1,0.929593,4.26267987704132,0,0,0,3,7,0,2,2.8,4.243704,4,2.910392,-0.52977612694033,6,1,1.100092,2,1.068472,1,0,1,3,4.363035,1,0.8700154,40,2,1,2,0,0,0.06048632,0,0.1127865,0,0.05724351,1,0,4,2,1,7.569198,0,0,13.0833333333333,0,0,0,0,0,0,0,0,0,12
"94571502",1,1,1,1,1,4,2,2,40,14,17,4,5,1,1,4.26267987704132,0,0,0,4.25,1,4,3,5,5,6,5,0.332182234756965,3,2,1,2,2,1,1,1,5,5,1,1,40,2.5,1,5,0,0,0,0,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,15.6666666666667,0,0,0,0,0,0,0,0,0,16
"94571506",1,1,1,1,1,3,1,1,39,14,12,1,2,0,1,4.02535169073515,0,0,0,4.25,7,2,6,4.2,4.2,3,1,0.532608135940035,1,2,1,1,1,1,NA,NA,4,3.5,1,1,39,2.5,1,4,0,0,0,0,0,0,0,0,0,2,1,0.7259314,7.569198,0,0,14.4166666666667,0,0,0,0,0,0,0,0,0,18
"94571751",1,1,1,1,1,2,0,1,52,16,12,5,3,1,1,4.59511985013459,0,0,0,4.5,2,6,3,4.4,4.4,4,5,0.532608135940035,3,3,0,1,2,1,NA,NA,5,5,1,1,52,4,1,5,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,0,16.75,0,1,0,0,0,2,0,0,0,17
"94571818",1,1,1,1,1,4,2,1,37,16,16,4,5,1,1,4.02535169073515,0,0,0,4,7,6,3,5,5,5,6,0.532608135940035,1,2,2,3,3,1,1,1,5,5,1,1,37,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,13.6666666666667,0,0,0,0,0,3,0,0,0,16
"94571870",1,1,0,NA,NA,5,2,2,NA,11,NA,1,3,0,1,NA,NA,NA,NA,4.5,5,NA,NA,4.2,3,8,4,NA,1,2,0,3,0,NA,NA,NA,5,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,6,NA,1,16.3333333333333,1,0,0,0,0,5,0,0,1,14
"94571903",1,1,1,1,1,6,2,2,43,12,11,4,5,1,1,4.15888308335967,0,0,0,4.5,0,2,6,5,4.8,6,4,0.993714695271192,1,2,1,2,2,1,NA,NA,4,5,1,1,43,3,1,4,0,0,0,0,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,17.8333333333333,0,0,0,0,0,0,0,0,0,16
"94571906",1,1,1,1,1,2,0,1,49,12,NA,3,3,1,1,3.87120101090789,0,0,0,3.75,7,1,3,4.8,4.6,5,2,0.532608135940035,5,2,1,1,0,0,NA,NA,5,5,1,1,49,2.5,1,4,0,0,0,0,0,0,1,0,0,4,2,0.7259314,7.569198,0,1,13.3333333333333,0,0,0,0,0,0,0,0,0,16
