"AID","ResidentMotherPresence","ResidentFatherPresence","ResidentBiologicalParents","ParentMarried","ParentPartnered","HouseholdSize","NumberSiblings","BirthOrder","ParentAge","MotherEducation","FatherEducation","MotherOccupationPrestige","FatherOccupationPrestige","MotherWorkForPay","FatherWorkForPay","FamilyIncome","PublicAssistance","Welfare","EconomicHardship","FamilySocialSupport","SharedDinner","IntergenerationalClosure","ParentConnectionFriends","MotherRelationshipQuality","FatherRelationshipQuality","MotherSharedActivity","FatherSharedActivity","ParentPartnerRelationship","ParentControl","MotherSupervision","FatherSupervision","MotherInvolveSchool","FatherInvolveSchool","ParentPTA","ParentFundRaise","ParentMetTeacher","MotherEducationExpectation","FatherEducationExpectation","MotherNativity","FatherNativity","ParentYearsInUS","ParentReligiosity","EnglishHome","ParentHealth","ParentSmoke","MotherAlcoholic","FatherAlcoholic","MotherObese","FatherObese","MotherDisable","FatherDisable","SmokerHousehold","DrugHousehold","FamilyAccessMedicalCare","ParentPreviousRelationship","NonresidentBioFatherDeceased","YearsLiveStepfather","BornToAdolescentParent","Sex","Age","Latinx","Black","NativeAmerican","AAPI","OtherRace","EmotionalAbuse","PhysicalAbuse","BioMotherIncarceration","BioFatherIncarceration","EducationAttainment"
"92574090",1,0,0,0,1,2,1,2,41,16,13.36908,4,3.347201,1,0.929593,3.3322045101752,0,0,1,4.5,6,1,6,5,4.243704,1,2.910392,-0.643836035063955,0,3,1.100092,0,1.068472,0,NA,NA,3,4.363035,1,0.8700154,41,4,1,4,0,0,0.06048632,1,0.1127865,0,0.05724351,0,0,4,1,1,7.569198,0,0,18.5833333333333,0,1,0,0,0,0,0,0,0,14
"92574200",1,1,1,1,1,6,2,1,39,16,17,5,5,1,1,4.39444915467244,0,0,1,4,7,1,1,3.4,5,4,4,-0.52977612694033,3,2,3,2,2,1,0,1,5,5,1,1,39,3,1,3,0,0,0,1,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,14.4166666666667,0,1,1,0,0,3,0,0,0,16
"92574302",1,1,0,1,NA,1,0,1,55,12,17,3,3,1,1,0,0,0,1,4.75,3,4,3,4.6,4,2,3,-0.389604982722279,1,2,2,0,1,1,NA,NA,5,5,1,1,55,4,1,3,0,NA,NA,NA,NA,0,0,0,0,4,1,0,7.569198,0,1,15.5,0,1,0,0,0,0,0,0,0,18
"92574314",1,1,1,1,1,4,2,1,45,12,12,4,3,1,1,3.3322045101752,0,0,1,4,7,1,3,4.4,4.4,6,3,0.532608135940035,2,1,2,2,1,1,0,1,5,4.5,1,1,45,4,1,4,0,0,0,1,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,17.3333333333333,0,0,0,0,0,0,0,0,0,14
"92574316",1,0,0,0,0,2,1,3,49,12,13.36908,2,3.347201,1,0.929593,3.58351893845611,0,0,0,4,0,0,0,5,4.243704,4,2.910392,-0.0005413742,1,2,1.100092,1,1.068472,0,NA,NA,5,4.363035,1,0.8700154,49,4,1,2,0,0,0.06048632,0,0.1127865,0,0.05724351,0,1,4,1,1,7.569198,0,0,16.5833333333333,0,1,0,0,0,0,0,0,0,14
"92574614",1,0,0,0,0,3,0,1,43,12,13.36908,5,3.347201,1,0.929593,2.56494935746154,0,0,0,3.5,0,5,5,4.2,4.243704,7,2.910392,-0.0005413742,1,1,1.100092,2,1.068472,1,0,1,4,4.363035,1,0.8700154,43,4,1,5,0,0,0.06048632,0,0.1127865,0,0.05724351,0,1,3,1,0,7.569198,0,1,15.6666666666667,0,1,0,0,0,0,0,0,0,14
"92574701",1,1,1,NA,NA,5,2,1,NA,17,17,5,5,1,1,NA,NA,NA,NA,4,4,2,5,4,4.6,6,5,NA,2,3,3,2,3,NA,0,0,5,5,1,1,NA,NA,1,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,1,16,0,1,0,0,0,0,0,0,0,16
"92574703",1,1,1,1,0,4,2,1,43,13,10,1,3,0,1,3.58351893845611,0,0,0,4.25,7,6,6,4.8,2.4,9,2,-0.0005413742,0,3,1,3,0,0,0,1,5,5,1,1,43,4,1,3,0,0,0,1,1,0,0,0,0,4,0,0.7259314,7.569198,0,1,15.25,0,1,0,0,0,3,0,0,0,14
"92574739",1,0,0,0,0,5,0,1,40,12,13.36908,4,3.347201,1,0.929593,2.19722457733622,0,0,1,4.25,0,2,3,4.8,4.243704,5,2.910392,-0.0005413742,1,2,1.100092,2,1.068472,0,0,1,5,4.363035,1,0.8700154,40,4,1,3,1,0,0.06048632,0,0.1127865,0,0.05724351,1,0,4,1,1,7.569198,0,1,15.6666666666667,0,1,0,0,0,0,0,0,0,14
"92574808",1,1,1,1,1,3,1,1,41,14,14,4,3,1,1,NA,0,0,0,3.75,7,1,6,5,5,8,8,-0.329350225757261,1,2,2,3,3,0,NA,NA,4,4.5,1,1,41,4,1,3,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.9166666666667,0,1,0,0,0,1,0,0,0,16
"92574810",1,0,0,0,0,1,0,1,47,16,13.36908,3,3.347201,1,0.929593,1.38629436111989,1,1,0,4,7,0,5,4.4,4.243704,3,2.910392,-0.0005413742,1,1,1.100092,1,1.068472,0,0,0,5,4.363035,1,0.8700154,47,4,1,3,0,0,0.06048632,1,0.1127865,1,0.05724351,0,0,3,0,0,7.569198,0,0,14.75,0,1,0,0,0,0,0,0,0,10
"92575015",1,1,1,1,1,3,1,1,44,12,16,4,3,1,1,3.52636052461616,0,0,NA,3,7,6,3,3.8,3.8,7,2,0.131756333573896,1,3,2,3,1,1,1,1,5,5,1,1,44,2.5,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,14.9166666666667,0,0,0,0,0,0,0,0,0,16
"92575017",1,1,1,1,1,4,2,NA,45,13,14,2,4,1,1,4.11087386417331,0,0,0,4,3,3,3,4.6,4.4,5,2,0.131756333573896,1,2,1,1,1,0,NA,NA,4.5,4.5,1,1,45,3.5,1,3,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,18.0833333333333,0,0,0,0,0,2,0,0,0,16
"92575023",1,0,0,0,0,2,1,2,40,12,13.36908,3,3.347201,1,0.929593,2.56494935746154,1,1,1,3.75,4,1,3,5,4.243704,2,2.910392,-0.0005413742,0,3,1.100092,1,1.068472,0,NA,NA,5,4.363035,1,0.8700154,40,4,1,4,1,0,0.06048632,0,0.1127865,0,0.05724351,1,0,1,1,1,7.569198,0,1,17.5833333333333,0,1,0,0,0,0,0,0,NA,12
"92575033",0,1,0,0,0,1,0,1,33,13.22558,12,3.350598,3,0.7734247,1,1.79175946922805,1,1,0,3.25,5,3,6,4.430109,5,3.951984,4,-0.0005413742,1,2.090406,2,1.280745,1,0,NA,NA,4.341575,4,0.8798627,1,33,3,1,3,0,0.0141125,1,0.1901437,0,0.04313021,0,0,1,4,2,0.7259314,7.569198,1,0,16.5833333333333,0,0,0,0,0,1,3,0,2,10
"92575095",1,1,1,1,1,3,1,2,47,12,12,2,5,1,1,4.59511985013459,NA,0,NA,4.5,7,2,3,4.6,5,4,4,0.532608135940035,1,3,1,1,2,0,0,0,4,4.5,1,1,47,3,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,17.5833333333333,1,0,0,0,0,0,0,0,0,16
"92575180",1,1,1,1,1,4,2,2,38,14,16,3,3,1,1,3.49650756146648,0,0,0,4.75,7,3,3,4.4,4.2,3,0,0.532608135940035,2,3,0,1,0,1,1,1,5,5,1,1,38,4,1,4,0,0,0,1,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,15,0,0,0,0,0,1,0,0,0,12
"92575201",1,1,1,1,1,4,2,1,44,16,13,1,2,0,1,3.71357206670431,0,0,0,5,7,6,6,5,5,5,5,0.532608135940035,1,3,2,2,2,1,1,1,5,5,1,1,44,2.5,1,4,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,16.9166666666667,0,0,0,0,0,0,0,0,0,16
"92575213",1,1,1,1,1,3,1,3,53,12,16,5,3,1,1,4.11087386417331,0,0,0,4,7,1,3,5,4,5,3,-0.128924324574191,1,2,1,2,2,0,1,1,4,4.5,1,1,53,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,18.4166666666667,0,0,0,0,0,1,0,0,0,18
"92575217",1,1,1,1,1,3,1,1,46,12,13,4,5,1,1,4.26267987704132,0,0,0,3,1,5,3,3.6,4,2,1,0.332182234756965,1,2,1,0,0,1,NA,NA,4.5,4.5,1,1,46,2.5,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,18.5833333333333,0,0,0,0,0,5,0,0,0,16
"92575222",1,0,0,0,0,5,3,2,37,13,13.36908,3,3.347201,1,0.929593,NA,0,0,1,5,0,0,3,4.8,4.243704,2,2.910392,-0.0005413742,1,2,1.100092,0,1.068472,0,0,1,5,4.363035,1,0.8700154,37,4,1,3,0,0,0.06048632,0,0.1127865,0,0.05724351,1,0,3,NA,1,7.569198,0,0,17.1666666666667,0,1,0,0,0,0,0,0,0,12
"92575231",1,1,0,NA,NA,4,2,3,NA,14,14,5,3,1,1,NA,NA,NA,NA,4,2,NA,NA,4.4,2.8,3,1,NA,0,2,1,2,0,NA,NA,NA,4.5,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,1,7,NA,0,18.75,0,1,0,0,0,0,0,0,3,14
"92575240",1,1,1,1,1,3,1,1,45,16,16,4,5,1,1,4.02535169073515,0,0,0,4.5,7,3,3,4.8,5,3,1,0.993714695271192,1,3,1,0,0,0,1,1,5,5,0,1,45,3,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,15.3333333333333,0,1,0,0,0,0,0,0,0,18
"92575244",1,1,1,1,1,2,0,1,49,12,12,5,3,1,1,4.02535169073515,0,0,0,4,3,3,3,4,3,3,2,0.532608135940035,1,3,2,0,1,1,NA,NA,5,5,1,1,49,4,1,3,0,0,0,1,0,1,0,0,0,4,1,0.7259314,7.569198,0,1,15.5,0,1,0,0,0,2,0,0,0,17
"92575246",1,1,0,0,0,1,0,1,57,12,12,4,5,1,1,NA,0,0,0,3.25,3,0,3,4,4.4,3,3,-0.0005413742,1,3,2,0,0,0,NA,NA,5,5,1,1,57,3.5,1,2,0,NA,NA,NA,NA,0,0,0,0,4,1,0,7.569198,NA,0,18.3333333333333,0,1,0,0,0,2,0,0,NA,16
"92575247",0,1,0,0,0,1,0,1,44,13.22558,14,3.350598,2,0.7734247,1,3.93182563272433,0,0,0,5,7,2,3,4.430109,5,3.951984,9,-0.0005413742,0,2.090406,3,1.280745,3,1,1,1,4.341575,5,0.8798627,1,44,4,1,NA,0,0.0141125,0,0.1901437,0,0.04313021,0,0,0,4,2,0.7259314,7.569198,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,14
"92575248",1,1,1,1,1,2,0,3,44,16,16,5,5,1,1,NA,0,0,0,4.25,5,6,3,4.6,5,3,4,0.332182234756965,3,1,2,0,0,1,NA,NA,5,5,1,1,44,3.5,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,14.1666666666667,0,1,0,0,0,3,0,0,0,16
"92575249",1,1,0,1,1,2,0,1,48,13,16,2,4,1,1,3.93182563272433,0,0,0,4.75,7,NA,3,4.4,5,3,2,-1.50579439676125,1,2,2,3,2,0,0,1,5,5,1,1,48,4,1,2,0,NA,0,NA,0,0,0,0,0,4,2,0.7259314,7.569198,0,0,12.6666666666667,0,1,0,0,0,0,0,0,0,12
"92575263",1,1,1,1,1,3,1,2,47,12,12,3,2,1,1,3.71357206670431,0,0,0,3,7,1,3,4,2.6,2,1,0.332182234756965,1,2,1,2,1,1,1,0,2.5,2,1,1,47,4,1,3,1,0,0,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,17.6666666666667,0,0,0,0,0,3,0,0,0,18
"92575292",1,0,0,0,0,4,1,1,48,14,13.36908,4,3.347201,1,0.929593,3.58351893845611,0,0,0,3.25,5,6,6,2.4,4.243704,4,2.910392,-0.0005413742,1,1,1.100092,1,1.068472,0,NA,NA,2,4.363035,1,0.8700154,48,3.5,1,3,0,0,0.06048632,1,0.1127865,0,0.05724351,0,0,3,1,0,7.569198,0,0,17.75,0,1,1,0,0,0,0,0,0,16
"92575297",1,1,1,1,1,3,1,1,47,16,16,5,4,1,1,4.61512051684126,0,0,0,3.5,6,2,3,4.6,4.4,5,2,-0.329350225757261,0,2,2,1,1,1,NA,NA,5,5,0,0,47,3.5,1,3,0,0,0,1,0,0,0,0,0,3,1,0.7259314,7.569198,0,1,18.4166666666667,0,0,0,1,0,2,0,0,0,16
"92575324",1,0,0,NA,NA,4,1,2,NA,12,13.36908,1,3.347201,0,0.929593,NA,NA,NA,NA,3.5,7,NA,NA,4.4,4.243704,2,2.910392,NA,0,3,1.100092,0,1.068472,NA,NA,NA,3,4.363035,1,0.8700154,NA,NA,1,NA,NA,NA,0.06048632,NA,0.1127865,0,0.05724351,NA,0,NA,NA,1,7.569198,NA,0,17.25,0,1,0,0,0,0,0,0,0,12
"92575326",1,0,0,0,1,5,3,1,38,13,13.36908,2,3.347201,1,0.929593,2.56494935746154,1,1,NA,4.5,7,0,3,4.4,4.243704,7,2.910392,-2.10707210031046,0,3,1.100092,3,1.068472,0,0,1,4.5,4.363035,1,0.8700154,38,4,1,5,0,0,0.06048632,1,0.1127865,0,0.05724351,0,0,2,1,1,7.569198,0,1,17.8333333333333,0,1,0,0,0,0,0,0,0,19
"92575350",1,1,1,1,1,3,1,1,40,12,16,1,3,0,1,3.43398720448515,0,0,0,4.5,7,1,3,5,5,3,8,0.332182234756965,5,3,2,3,3,0,0,1,3,3,1,1,40,4,1,3,0,0,0,0,0,0,0,0,0,3,1,0.7259314,7.569198,0,0,16.1666666666667,0,0,0,0,0,0,0,0,0,12
"92575373",1,1,1,1,1,3,1,1,40,16,16,5,5,1,1,4.53259949315326,0,0,0,4.5,7,4,3,5,5,4,3,0.532608135940035,0,3,2,2,1,1,NA,NA,4.5,4.5,1,1,40,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,15.5833333333333,0,1,0,0,0,0,0,0,0,17
"92575395",1,0,0,0,0,2,0,1,36,13,13.36908,1,3.347201,0,0.929593,2.77258872223978,1,1,0,4.5,7,2,3,4.6,4.243704,5,2.910392,-0.0005413742,3,2,1.100092,2,1.068472,0,1,1,4.5,4.363035,1,0.8700154,36,3,1,3,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,4,NA,0,7.569198,0,0,15.9166666666667,0,1,0,0,0,0,0,0,0,13
"92575400",1,1,1,1,1,4,2,1,40,14,17,1,5,0,1,3.71357206670431,0,0,0,3.5,6,0,3,4.4,4.4,3,3,0.131756333573896,2,3,3,1,1,1,NA,NA,4.5,4.5,1,1,40,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,15.8333333333333,0,0,0,0,0,0,0,0,0,12
"92575407",1,1,1,1,1,2,0,1,50,8,8,2,2,1,1,2.77258872223978,0,0,0,4.5,6,0,3,4.4,4,2,1,-0.0686695676091736,3,2,2,0,0,0,NA,NA,5,5,0,0,14,3.5,1,1,0,0,0,1,1,0,0,0,0,2,1,0.7259314,7.569198,0,0,16.5833333333333,0,0,0,0,1,2,0,0,0,14
"92575420",1,0,0,0,0,7,4,1,32,12,13.36908,2,3.347201,1,0.929593,2.63905732961526,1,1,1,4,7,3,3,5,4.243704,7,2.910392,-0.0005413742,4,3,1.100092,2,1.068472,1,NA,NA,5,4.363035,1,0.8700154,32,3.5,1,2,1,0,0.06048632,0,0.1127865,0,0.05724351,1,0,3,1,1,7.569198,1,1,16.9166666666667,0,1,0,0,0,0,0,0,1,17
"92575421",1,0,0,NA,NA,6,4,2,NA,12,13.36908,2,3.347201,1,0.929593,NA,NA,NA,NA,4.25,4,4,3,4.6,4.243704,3,2.910392,NA,5,3,1.100092,1,1.068472,NA,NA,NA,5,4.363035,1,0.8700154,NA,NA,1,NA,NA,0,0.06048632,0,0.1127865,0,0.05724351,NA,0,NA,NA,1,7.569198,NA,1,15.5,0,1,0,0,0,0,0,0,1,13
"92575434",1,1,1,0,1,2,0,1,45,16,12,5,3,1,1,NA,0,0,1,4,2,5,6,3.8,3.8,1,0,-1.53190563285568,1,0,1,0,0,0,NA,NA,4.5,4.5,1,1,45,1,1,3,0,0,NA,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,18.3333333333333,0,1,0,0,0,2,3,0,0,14
"92575526",1,0,0,0,0,2,1,1,35,16,13.36908,5,3.347201,1,0.929593,3.2188758248682,0,0,0,2.75,0,0,2,5,4.243704,5,2.910392,-0.0005413742,5,3,1.100092,2,1.068472,0,NA,NA,5,4.363035,1,0.8700154,35,4,1,4,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,4,1,1,7.569198,0,0,15.4166666666667,0,1,0,0,0,0,0,0,0,13
"92575627",1,1,1,1,1,5,2,3,39,16,16,5,5,1,1,3.93182563272433,0,0,0,3.75,7,4,3,4.8,4.8,5,3,-0.128924324574191,1,1,1,1,1,0,NA,NA,5,4.5,1,1,39,4,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.9166666666667,0,1,0,0,0,0,0,0,0,16
"92575771",1,1,1,1,1,3,1,1,44,16,17,5,5,1,1,5.04342511691925,0,0,0,4,7,2,3,4,4.8,5,2,0.332182234756965,1,3,3,2,1,1,NA,NA,5,5,1,1,44,3,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,17.9166666666667,0,0,0,0,0,4,2,0,0,20
"92575807",1,1,1,1,1,5,1,4,44,12,12,1,3,0,1,3.93182563272433,0,0,0,4.25,7,2,6,4.4,4.4,3,3,0.0715015766088781,3,3,2,0,0,0,0,1,5,5,0,0,44,3.5,1,4,0,0,0,1,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,13.9166666666667,0,0,0,0,0,3,1,0,0,16
"92575827",1,0,0,0,0,2,1,1,71,NA,13.36908,1,3.347201,0,0.929593,1.94591014905531,0,1,1,4,0,0,0,4.8,4.243704,3,2.910392,-0.0005413742,5,2,1.100092,2,1.068472,0,0,0,5,4.363035,1,0.8700154,71,4,1,1,0,NA,0.06048632,NA,0.1127865,1,0.05724351,1,0,2,1,1,7.569198,NA,0,15.6666666666667,0,1,0,0,0,5,5,0,0,12
"92575868",1,1,1,1,1,4,2,1,38,14,16,5,5,1,1,3.93182563272433,0,0,0,4.25,7,3,3,3.8,3.4,3,4,0.993714695271192,3,3,2,3,1,1,1,1,1,1,1,1,38,2.5,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,15.0833333333333,0,0,0,0,0,0,0,0,0,16
"92575907",1,1,1,1,1,4,2,3,47,12,12,3,3,1,1,3.93182563272433,0,0,0,3.5,5,0,2,4.8,5,3,2,0.332182234756965,1,2,2,2,1,0,0,1,4.5,3.5,0,0,47,4,1,5,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,16.5833333333333,0,0,0,0,0,4,2,0,0,14
"92575911",1,1,1,1,1,4,2,3,40,16,16,5,5,1,1,4.60517018598809,0,0,0,4.25,6,3,3,5,5,4,2,0.0715015766088781,4,1,1,2,2,1,1,1,5,5,1,1,40,2,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,14.75,0,0,0,0,0,0,0,0,0,13
"92575935",1,1,1,1,1,3,1,2,46,16,14,5,4,1,1,3.8286413964891,0,0,0,5,7,6,3,5,5,7,5,0.332182234756965,2,3,2,3,2,1,1,1,5,5,1,1,46,4,1,4,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,1,17.5833333333333,0,0,0,0,0,0,0,0,0,17
"92575939",1,1,1,1,1,2,0,1,43,16,17,4,5,1,1,4.00733318523247,0,0,0,3.75,7,2,3,4.2,4.4,3,5,-0.329350225757261,0,2,2,2,2,1,NA,NA,5,5,1,1,43,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,16.25,0,0,0,0,0,3,0,0,0,17
"92575941",1,1,1,1,1,4,2,3,48,16,17,5,5,1,1,4.61512051684126,0,0,0,4.5,7,6,3,4.4,4.6,7,6,0.131756333573896,2,2,2,2,2,1,NA,NA,5,5,1,1,48,4,1,4,0,0,0,0,1,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.5,0,0,0,0,0,0,0,0,0,19
"92575944",1,1,1,NA,NA,4,2,3,NA,NA,17,5,2,1,1,NA,NA,NA,NA,3.75,7,2,3,4.4,4,2,1,NA,3,0,1,0,0,NA,NA,NA,4.5,4,0,0,NA,NA,1,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,1,14.4166666666667,0,1,0,0,0,0,0,0,0,14
"92575951",1,1,1,1,1,4,0,3,50,10,12,1,1,0,0,3.04452243772342,1,0,0,NA,0,1,5,4.2,3.8,1,2,0.332182234756965,0,3,2,0,1,0,NA,NA,3.5,3.5,1,1,50,4,1,2,0,0,0,1,0,0,1,1,0,3,1,0.7259314,7.569198,0,1,19.8333333333333,0,1,0,0,0,5,0,0,0,13
"92575959",1,0,0,0,0,3,1,1,78,NA,13.36908,1,3.347201,0,0.929593,2.07944154167984,0,0,0,5,0,0,3,5,4.243704,1,2.910392,-0.0005413742,1,3,1.100092,0,1.068472,0,NA,NA,5,4.363035,1,0.8700154,78,3,1,3,0,NA,0.06048632,NA,0.1127865,0,0.05724351,0,0,3,0,1,7.569198,NA,1,16.6666666666667,0,1,0,0,0,0,0,0,3,13
"92575971",1,1,1,NA,NA,3,1,1,NA,17,17,5,5,1,1,NA,NA,NA,NA,4,0,NA,NA,4.4,3.4,1,2,NA,2,2,2,1,2,NA,NA,NA,5,5,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,0.7259314,7.569198,NA,0,16.5,0,0,0,1,1,4,2,0,0,16
"92575974",1,1,1,1,1,3,1,1,48,17,17,5,5,1,1,5.30330490805908,0,0,0,3.25,7,1,3,3.2,3.2,3,2,0.532608135940035,0,0,0,0,0,1,NA,NA,4.5,5,0,0,48,2.5,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,18,0,0,0,1,0,5,0,0,0,18
"92575990",1,1,0,1,1,2,0,1,44,16,14,5,4,1,1,4.26267987704132,0,0,0,5,1,6,6,4.4,4.4,2,0,0.131756333573896,0,2,1,1,0,1,NA,NA,3.5,3.5,1,1,44,2,1,5,1,1,NA,0,NA,0,0,1,0,4,2,1,7.569198,0,0,18.0833333333333,0,1,0,0,0,0,0,0,0,14
"92575992",1,1,0,1,1,2,0,1,53,17,14,5,2,1,1,4.87519732320115,0,0,0,4,0,1,3,4.8,4.4,5,3,-1.70622029794432,3,1,0,2,2,1,0,0,5,5,1,1,53,1,1,3,1,NA,0,NA,0,0,0,1,0,3,2,0.7259314,7.569198,NA,0,15.1666666666667,0,1,0,0,0,3,0,2,0,14
"92575995",1,0,0,0,0,7,1,1,39,16,13.36908,4,3.347201,1,0.929593,3.3322045101752,0,0,1,3.75,1,1,3,4,4.243704,7,2.910392,-0.0005413742,0,3,1.100092,1,1.068472,1,NA,NA,4.5,4.363035,1,0.8700154,39,4,1,5,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,2,1,1,7.569198,0,1,14.75,1,0,0,0,1,1,0,0,0,14
"92575999",1,0,0,0,0,2,0,1,43,12,13.36908,4,3.347201,1,0.929593,3.58351893845611,0,0,0,3.75,7,1,3,3.2,4.243704,4,2.910392,-0.0005413742,0,1,1.100092,2,1.068472,1,NA,NA,4.5,4.363035,1,0.8700154,43,2.5,1,3,0,0,0.06048632,1,0.1127865,0,0.05724351,0,0,4,1,NA,7.569198,0,1,15.6666666666667,0,1,0,0,1,0,0,0,NA,13
"92576033",1,1,0,1,1,2,0,1,37,12,16,4,3,1,1,3.93182563272433,0,0,0,4.5,7,3,3,4.6,3.8,2,1,-0.329350225757261,1,2,1,0,0,0,NA,NA,4.5,4,1,1,37,2.5,1,4,1,0,NA,0,NA,0,0,1,0,4,3,1,4,0,0,15.25,0,0,0,0,0,0,0,0,0,14
"92576040",1,1,1,1,1,6,3,4,53,10,8,3,2,1,0,4.39444915467244,0,0,0,4.5,5,3,2,3.6,3.4,5,0,0.532608135940035,1,1,3,1,0,1,0,0,5,3.5,0,0,2.91666666666667,3,0,4,0,0,1,0,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,17.5833333333333,0,0,0,1,0,NA,NA,0,0,16
"92576122",1,1,1,1,1,3,1,2,48,16,12,3,3,1,1,3.98898404656427,0,0,0,4.25,4,1,3,4.4,4,2,1,0.000321433428858486,0,1,1,1,1,0,0,1,4.5,4.5,0,0,48,2.5,1,2,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,0,15.5833333333333,0,0,0,1,0,5,5,0,0,14
"92576182",1,1,1,1,1,3,1,1,45,13,NA,NA,2,1,1,4.02535169073515,0,1,0,4.25,0,2,3,3.8,3.8,4,2,0.131756333573896,3,2,1,2,1,0,0,1,3,3,1,1,45,4,1,3,0,0,0,1,0,0,0,1,0,4,1,0.7259314,7.569198,0,0,19,0,0,0,0,0,0,0,0,0,12
"92576248",1,0,0,1,1,2,1,2,36,12,13.36908,5,3.347201,1,0.929593,2.63905732961526,0,1,0,4,7,0,0,4.8,4.243704,5,2.910392,-0.469521369975313,1,2,1.100092,3,1.068472,1,0,1,3,4.363035,1,0.8700154,36,1,1,5,0,0,0.06048632,0,0.1127865,0,0.05724351,0,0,4,1,1,7.569198,0,1,12.9166666666667,0,0,0,0,0,3,0,0,1,14
"92576288",1,1,0,1,1,7,4,2,30,13,12,5,3,1,1,3.8286413964891,0,0,0,4,3,1,2,3.4,4.4,3,3,-0.643836035063955,0,2,1,2,2,0,0,0,5,5,1,1,30,3,1,4,0,NA,1,NA,0,0,0,1,0,4,1,0.7259314,7.569198,NA,0,17.8333333333333,0,0,0,0,0,5,0,0,NA,17
"92576312",1,1,1,1,1,6,3,2,40,12,17,2,5,1,1,3.63758615972639,0,0,0,4.75,6,6,3,4.8,4.8,6,7,0.532608135940035,0,3,2,2,3,0,NA,NA,4,4.5,1,1,40,4,1,5,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,0,1,16.5833333333333,1,0,1,0,0,0,0,0,0,16
"92576328",1,1,1,1,1,3,1,2,44,16,14,5,2,1,1,NA,0,0,0,4,7,0,3,4.8,5,5,6,0.993714695271192,1,2,2,2,2,0,0,0,4.5,4.5,1,1,44,4,1,4,0,0,0,0,0,0,0,1,0,2,1,0.7259314,7.569198,0,1,17.75,0,0,0,0,0,5,0,0,0,16
"92576439",1,1,1,1,1,5,2,1,NA,13,17,2,2,1,1,3.89182029811063,0,0,0,2.25,5,1,5,3,3.4,1,4,-0.643836035063955,3,2,2,0,1,0,NA,NA,3.5,5,1,1,NA,4,1,4,0,0,0,0,0,0,0,0,0,4,1,0.7259314,7.569198,NA,0,16.8333333333333,0,0,0,0,0,2,2,0,0,13
"92576472",1,1,1,1,1,2,0,4,48,14,17,4,2,1,1,4.39444915467244,0,0,0,4.25,1,0,6,5,3.6,6,5,-2.56817865964162,0,3,2,2,2,0,0,1,4,4,1,1,48,4,1,3,0,0,0,1,1,0,0,0,0,3,1,0.7259314,7.569198,0,1,18.25,0,1,0,0,0,0,0,0,0,16
