"ResidentMotherPresence","ResidentFatherPresence","ResidentBiologicalParents","ParentMarried","ParentPartnered","HouseholdSize","NumberSiblings","BirthOrder","ParentAge","MotherEducation","FatherEducation","MotherOccupationPrestige","FatherOccupationPrestige","MotherWorkForPay","FatherWorkForPay","FamilyIncome","PublicAssistance","Welfare","EconomicHardship","FamilySocialSupport","SharedDinner","IntergenerationalClosure","ParentConnectionFriends","MotherRelationshipQuality","FatherRelationshipQuality","MotherSharedActivity","FatherSharedActivity","ParentPartnerRelationship","ParentControl","MotherSupervision","FatherSupervision","MotherInvolveSchool","FatherInvolveSchool","ParentPTA","MotherEducationExpectation","FatherEducationExpectation","MotherNativity","FatherNativity","ParentYearsInUS","ParentReligiosity","EnglishHome","ParentHealth","ParentSmoke","MotherAlcoholic","FatherAlcoholic","MotherObese","FatherObese","MotherDisable","FatherDisable","SmokerHousehold","DrugHousehold","FamilyAccessMedicalCare","ParentPreviousRelationship","NonresidentBioFatherDeceased","YearsLiveStepfather","BornToAdolescentParent","Sex","Age","Latinx","Black","NativeAmerican","AAPI","OtherRace","EmotionalAbuse","PhysicalAbuse","BioMotherIncarceration","BioFatherIncarceration","EducationAttainment"
"1","1","1","1","1",3,1,"3",40,14,12,3,1,"1","0",2.83321334405622,"0","0","0",3.75,0,6,3,4.2,5,6,3,0.532608135940035,3,3,3,2,2,"0",5,5,"1","1",40,2.5,"1",4,"1","0","0","0","0","0","1","1","0",4,1,"0.7259314",7.569198,"0","1",14.1666666666667,"0","0","0","0","0",3,0,0,1,12
"1","1","1","1","1",4,1,"1",32,12.49,12,3,2,"1","1",3.58351893845611,"0","0","0",3.5,3,3,6,4.2,3.8,4,0,-0.128924324574191,2,2,0,0,0,"1",4.5,5,"1","1",32,3,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"1","1",14.75,"0","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",3,1,"1",35,12,12,5,2,"1","1",3.93182563272433,"0","0","0",5,7,2,6,5,5,7,5,-0.844261936247024,5,2,0,1,0,"1",5,5,"1","1",35,3.5,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",13.8333333333333,"0","0","0","0","0",0,0,0,0,14
"1","0","0","0","0",2,1,"1",35,12,13.36908,3,3.347201,"1","0.929593",0,"0","1","0",4,7,6,3,5,4.243704,2,2.910392,-0.0005413742,2,1,1.100092,0,1.068472,"0",5,4.363035,"1","0.8700154",35,3,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,4,"1",7.569198,"0","1",13.5,"0","0","0","0","0",1,0,0,1.36,14
"1","1","1","1","1",3,1,"1",43,13,12.67,4,2,"1","0",3.78980007905992,"0","0","0",3.75,7,2,3,4.4,4.8,8,5,0.532608135940035,2,1,1,3,1,"0",4,4.5,"1","1",43,2.5,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",12.5833333333333,"0","1","0","0","0",2,0,0,0,16
"1","1","1","1","1",3,1,"1",42,17,16,5,2,"1","1",4.11087386417331,"0","0","0",4.75,7,3,3,4.6,4.4,5,4,0.592862892905053,3,3,2,2,2,"1",5,5,"1","1",42,3.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13,"0","0","0","0","0",0,0,0,0,18
"1","1","1","1","1",3,1,"2",37,12,12,4,3,"1","1",3.93182563272433,"0","0","0",4.5,7,6,3,5,4.8,5,4,0.131756333573896,3,2,0,3,2,"0",5,5,"1","1",37,1,"1",2,"1","0","0","1","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",14.1666666666667,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",5,2,"1",36.4775,12,12,5,4,"1","1",3.88569917483214,"0","0","0",5,7,2.56083333333333,3.63,5,5,3,3,0.226990285612474,2,3,1,0,0,"1",5,5,"0","0",34.0333333333333,3.56,"1",4.11,"0","0","0","0","0","0","0","0","0",3.65,1.02,"0.7259314",7.569198,"0","0",13.25,"0","1","0","0","0",0.52,0.15,0,0,16
"1","1","1","1","1",7,3,"4",40,12,12,2,3,"1","1",3.89182029811063,"0","1","0",4.25,3,4,3,4.4,4.8,1,2,-0.329350225757261,2,1,1,0,0,"0",3,3,"1","1",40,3.5,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",14.5833333333333,"1","0","1","0","0",2,0,0,0,10
"1","1","1","1","1",3,1,"1",41,16,17,1,5,"0","1",5.30330490805908,"0","0","0",4,7,4,6,4.6,4.4,5,3,0.131756333573896,0,3,2,1,1,"1",5,5,"1","1",41,2.5,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.75,"0","0","0","0","0",0,0,0,0,17
"1","1","1","1","1",2,0,"2",51,16,16,5,5,"1","1",4.26267987704132,"0","0","0",3.5,3,1,2,4.6,4.8,6,4,0.532608135940035,6,1,2,3,2,"0",3.5,3.5,"0","0",51,2.5,"1",5,"0","0","0","0","0","0","0","1","1",4,1,"0.7259314",7.569198,"0","0",13.9166666666667,"0","0","0","1","0",5,5,0,0,16
"1","1","1","1","1",7,5,"4",46,16,17,1,5,"0","1",4.11087386417331,"0","0","0",4.25,7,4,3,4.6,4.4,3,2,0.332182234756965,4,3,2,0,0,"1",5,5,"1","1",46,4,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.1666666666667,"0","0","0","0","0",0,0,0,0,18
"1","1","0","1","1",5,2,"2",42,17,17,5,5,"1","1",5.52545293913178,"0","0","0",3.75,7,4,5,4.6,4.6,6,5,-0.844261936247024,2,2,0,2,2,"1",4.5,5,"1","1",42,1,"1",4,"0","0","0","0","0","0","0","0","0",4,2,"1",9,"0","1",14.4166666666667,"0","0","0","0","0",5,1,0,2,14
"1","1","0","1","1",3,1,"2",42,17,17,5,5,"1","1",4.79579054559674,"0","0","0",4.25,6,1,3,5,5,9,6,0.332182234756965,1,2,2,3,3,"1",5,5,"1","1",42,3.5,"1",5,"1","0","0","0","0","0","0","1","0",4,2,"1",10,"0","1",13,"0","0","0","0","0",0,0,0,0,17
"1","1","1","1","1",4,2,"4",45,17,16,5,5,"1","1",4.49111675758155,"0","0","0",4.25,4,6,6,5,4.8,6,5,-0.329350225757261,3,1,1,3,3,"1",4.5,5,"1","1",45,2,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.5,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",4,2,"1",31,13.5067674,13.82,4,5,"1","1",4.15888308335967,"0","0","0",4.5,5,2,6,4.8,5,6,4,-1.90664619912739,2,1,1,1,1,"0",5,5,"1","1",31,2.5,"1",4,"0","0","0","0","1","0","0","0","0",4,1,"0.7259314",7.569198,"1","1",13.4166666666667,"1","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",4,1,"2",38,12,12,3,5,"1","1",4.07753744390572,"0","0","1",4.25,7,6,6,5,5,4,3,0.0715015766088781,2,3,2,3,1,"0",3.5,3.5,"1","1",38,2.5,"1",3,"0","0","0","1","0","1","0","1","0",4,1,"0.7259314",7.569198,"0","0",14.75,"0","0","1","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"2",42,12,16,4,5,"1","1",3.97029191355212,"0","0","0",3.5,4,5,3,4.2,2.2,6,5,0.131756333573896,1,2,0,1,1,"0",4,5,"1","1",42,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.5,"0","0","0","0","0",3,0,0,0,12
"1","1","1","1","1",3,1,"2",49,12,12,5,1,"1","0",4.11087386417331,"0","0","0",3.75,7,0,6,4.4,3.8,8,0,-0.643836035063955,2,2,2,3,0,"0",3.5,1.5,"1","1",49,3,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",14.0833333333333,"0","1","0","0","0",5,0,0,0,14
"1","1","1","1","1",5,3,"4",46,13,16,5,5,"1","1",4.39444915467244,"0","0","0",5,7,2,3,4.6,4.6,3,4,0.532608135940035,6,2,1,1,1,"0",4.5,4.5,"1","1",46,4,"1",3,"0","0","0","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",14,"0","0","0","0","0",0,0,0,0,16
"1","1","0","0","1",4,2,"2",41,13.9229456666667,16,2,5,"1","1",4.10004657819591,"0","0","0",3.75,7,4,3,4.2,4.8,0,3,0.332182234756965,2,1,1,0,2,"1",5,5,"1","1",41,2.5,"1",5,"0","0","0","0","0","0","0","0","0",4,2,"0.7259314",7.569198,"0","0",13.4166666666667,"0","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",3,1,"2",46,12,14,3,5,"1","1",3.76112958141439,"0","0","0",5,6,3,3,5,5,2,1,0.993714695271192,3,2,2,0,0,"0",5,5,"1","1",46,3.5,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.1666666666667,"0","0","0","0","1",0,0,0,0,13
"1","0","0","0","0",3,2,"3",40,14,13.36908,5,3.347201,"1","0.929593",3.13549421592915,"0","0","1",4.5,2,2,0,4.4,4.243704,2,2.910392,-0.0005413742,3,2,1.100092,1,1.068472,"0",5,4.363035,"1","0.8700154",40,1,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",2,2,"1",7.569198,"0","1",12.9166666666667,"0","0","0","0","1",2,0,0,0,10
"1","1","0","1","1",5,2,"1",48,16,12,4,3,"1","1",3.93182563272433,"0","0","0",5,7,4,3,5,4.2,6,2,0.332182234756965,3,2,1,2,1,"1",4.5,4,"1","1",48,4,"1",4,"0","0","0","0","0","0","0","1","0",3,2,"1",6,"0","1",12.5833333333333,"0","1","0","0","0",1,0,0,0,16
"1","1","0","1","1",3,1,"1",42,12.14,12.1,2,2,"1","1",3.71357206670431,"0","0","0",3.5,5,0,3,1.8,4.4,0,3,0.532608135940035,2,2,2,0,1,"0",2,5,"1","1",42,3,"1",3,"0","0","0","0","0","0","0","1","0",2,2,"0.7259314",7.569198,"0","0",13.6666666666667,"0","0","0","0","0",4,0,0,0,13
"1","0","0","1","1",1,0,"2",34,12,13.36908,4,3.347201,"1","0.929593",3.63758615972639,"0","0","0",3.25,5,6,3,4.6,4.243704,2,2.910392,0.532608135940035,1,3,1.100092,0,1.068472,"1",5,4.363035,"1","0.8700154",34,4,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,1,"1",7.569198,"0","1",13.9166666666667,"0","1","0","0","0",2,0,0,0,16
"1","1","1","1","1",4,2,"2",36,12.9917674,12.8036908,4,2,"1","1",4.18965474202643,"0","0","0",4.25,6.04,1,2,4.6,5,2,3,-0.0686695676091736,4,3,1,0,0,"1",4,4,"1","1",36,2,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.6666666666667,"0","0","0","0","0",0,0,0,0,10
"1","0","0","0","0",2,1,"2",40,14,13.36908,3,3.347201,"1","0.929593",4.02535169073515,"0","0","0",3,4,2,3,4.4,4.243704,3,2.910392,-0.0005413742,3,2,1.100092,2,1.068472,"0",4.5,4.363035,"1","0.8700154",40,1.5,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","1",13.0833333333333,"0","0","0","0","0",3,0,0,0,17
"1","1","1","1","1",3,1,"2",42,12,14,1,3,"0","1",4.11087386417331,"0","0","0",5,7,5,6,5,5,5,4,0.532608135940035,4,3,2,0,1,"0",4.5,4,"1","1",42,2.5,"1",3,"0","0","0","0","0","0","0","0","0",2,1,"0.7259314",7.569198,"0","1",15.8333333333333,"0","0","0","0","0",0,0,0,0,12
"1","1","0","1","1",5,2,"4",48,12,12,5,2,"0","1",3.93182563272433,"0","0","0",2,0,2,3,5,5,1,1,0.532608135940035,4,3,3,0,0,"0",3.5,3.5,"1","1",48,4,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0",7.569198,"0","1",15.25,"0","0","0","0","0",3,0,6,0,14
"1","1","0","1","1",3,1,"2",41,17,17,5,5,"1","1",3.93182563272433,"0","0","1",3,7,2,3,3.2,2.6,4,0,-0.990882686271487,2,1,1,1,0,"0",4.5,4,"1","1",41,4,"1",4,"0","0","0","0","0","0","0","1","0",4,2,"1",4,"0","0",14.0833333333333,"0","0","0","0","0",0,0,0,0,14
"1","1","0","1","1",3,1,"1",31,12,13,5,3,"1","1",3.93182563272433,"0","0","0",3,3,2,6,3.8,3.4,6,4,-0.643836035063955,1,2,2,2,2,"0",4,4,"1","1",31,2.5,"1",3,"0","0","0","0","0","0","0","1","0",4,2,"1",8,"1","0",15.0833333333333,"0","0","0","0","0",5,5,0,0,12
"1","1","0","1","1",3,1,"1",57,12,12,4,3,"1","1",3.66356164612965,"0","0","0",3.75,7,3,3,4.4,4.4,4,4,0.532608135940035,2,1,2,2,2,"1",1,1,"1","1",57,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0",7.569198,"0","1",13.0833333333333,"0","0","0","0","0",0,0,0,0.31,14
"1","1","1","1","1",4,2,"3",43,16,16,2,3,"1","1",3.93182563272433,"0","0","0",5,7,6,6,5,5,6,6,-0.329350225757261,2,3,3,2,2,"1",5,5,"1","1",43,4,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",14.9166666666667,"0","0","0","0","0",0,0,0,0,16
"0","1","0","0","1",5,2,"1",43,13.22558,11.3922632,3.350598,2,"0.7734247","1",3.04895547639742,"0","0","1",3.5,0,0,3,4.430109,4.4,3.951984,4,0.993714695271192,1,2.090406,1,1.280745,2,"0",4.341575,1,"0.8798627","0",4.66666666666667,3,"1",3,"0","0.0141125","0","0.1901437","0","0.04313021","0","1","0",2,1,"0.7259314",7.569198,"0","1",15.25,"0","1","0","0","0",0,0,0,0,13
"1","1","1","1","1",3,0,"1",37.53,12,12,2,2,"1","1",3.77039684289063,"0","0","0",4.75,7,2.56,3.81,5,5,3,3,0.241719940566495,1,3,2,1,1,"0",5,5,"1","1",38.1158333333333,3.49,"1",3.822,"0","0","0","0","0","0","0","0","0",3.81666666666667,1.06,"0.7259314",7.569198,"0","0",13.0833333333333,"0","1","0","0","0",0,0,0,0,14
"1","0","0","0","1",3,2,"1",34,14,13.36908,3,3.347201,"0","0.929593",2.55936886444128,"1","1","1",5,5,4,3,5,4.243704,1,2.910392,-0.273872240755753,3,3,1.100092,0,1.068472,"1",1,4.363035,"1","0.8700154",34,3.5,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",3,4,"1",7.569198,"0","1",13.4166666666667,"0","1","0","0","0",0,1,0,0,16
"1","1","0","0","1",3,1,"2",46,12,16,4,5,"1","1",4.26267987704132,"0","0","0",2.5,5,4,3,3.4,1.8,6,0,0.532608135940035,2,1,1,2,0,"1",5,5,"1","1",46,1.5,"1",4,"0","0","0","0","0","0","0","1","0",4,2,"1",7,"0","1",14.5,"0","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",3,1,"3",40,10,16,2,2,"1","1",3.71357206670431,"0","0","0",3.5,7,0,6,4.8,4.8,5,5,-1.10494259439511,2,1,1,2,2,"0",3.5,4,"1","1",40,3,"1",3,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",13.4166666666667,"0","0","0","0","0",3,0,0,0,14
"1","1","1","1","1",6,2,"2",38,12,12,5,5,"1","1",3.04452243772342,"1","1","0",4.25,1,2,3,4.4,4.6,1,1,0.131756333573896,4,1,2,0,0,"0",1.5,1,"1","1",38,4,"1",3,"0","0","0","0","0","0","0","1","0",3,1,"0.7259314",7.569198,"0","0",14.8333333333333,"0","1","0","0","0",0,0,0,0,12
"1","0","0","0","1",4,3,"1",35,12,13.36908,5,3.347201,"1","0.929593",3.01363136864457,"0","1","0",5,1,1,6,5,4.243704,4,2.910392,-0.269095468792243,5,3,1.100092,1,1.068472,"1",5,4.363035,"1","0.8700154",35,4,"1",3,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","1",14.1666666666667,"0","1","0","0","0",1,0,0,0,14
"1","0","0","1","0",2,0,"1",50,12,13.36908,1,3.347201,"0","0.929593",2.41595265965677,"1","1","1",4.25,3,0,0,5,4.243704,4,2.910392,-0.0005413742,3,3,1.100092,0,1.068472,"0",5,4.363035,"1","0.8700154",50,4,"1",3,"0","0","0.06048632","1","0.1127865","1","0.05724351","0","0",3,2,"0",7.569198,"0","0",13.5,"0","1","0","0","0",0,0,0,0,10
"1","1","1","1","1",3,1,"1",44,17,17,2,5,"1","1",4.04305126783455,"0","0","0",4.25,5,0,6,5,4.4,4,3,-0.7302020281234,3,3,3,2,2,"1",4,3.5,"1","1",44,4,"1",2,"0","0","0","1","1","0","0","0","0",3,1,"0.7259314",7.569198,"0","0",13.3333333333333,"0","1","0","0","0",2,0,0,0,18
"1","0","0","0","0",5,1,"3",47,12,13.36908,1,3.347201,"0","0.929593",3.04452243772342,"0","1","0",4.75,7,0,3,5,4.243704,5,2.910392,-0.0005413742,4,1,1.100092,3,1.068472,"0",5,4.363035,"1","0.8700154",47,3,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",1,2,"1",7.569198,"0","0",12.8333333333333,"0","1","0","0","0",0,0,0,0,12
"1","1","1","1","1",3,1,"2",40,16,16,2,5,"1","1",3.93182563272433,"0","0","0",4.5,5,6,3,5,4.8,5,1,0.332182234756965,0,3,0,1,0,"1",5,5,"1","1",40,3.5,"1",5,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",14.25,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",4,2,"2",40,14,14,4,5,"1","1",4.07753744390572,"0","0","0",4.75,7,2,2,5,4.6,5,4,-1.6459655409793,3,2,1,2,3,"0",5,5,"1","1",40,3.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.9166666666667,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"2",35,12,12,3,3,"0","1",3.43398720448515,"0","0","0",4.25,5,0,6,5,4.4,6,0,0.793288794088122,3,3,0,2,0,"0",5,5,"1","1",35,4,"1",2,"0","0","0","0","0","0","0","1","0",3,1,"0.7259314",7.569198,"0","0",13.3333333333333,"0","0","0","0","0",0,0,0,0,12
"1","0","0","0","0",1,0,"3",51,14.035,13.36908,5,3.347201,"1","0.929593",3.58351893845611,"0","0","0",2.25,7,1,3,3.4,4.243704,1,2.910392,-0.0005413742,4,1,1.100092,0,1.068472,"0",1,4.363035,"1","0.8700154",51,3.5,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","0",13.5833333333333,"0","1","0","0","0",4,3,0.1,1.16,14
"1","1","1","1","0",3,1,"2",42,17,17,5,5,"1","1",4.26096345591418,"0","0","0",4.5,3,2,3,4.4,5,3,2,-0.0005413742,3,2,2,1,0,"1",5,5,"1","1",42,4,"1",3,"0","0","0","0","0","0","0","1","0",4,0.3175,"0.7259314",7.569198,"0","1",13.6666666666667,"0","1","0","0","0",2,0,0,0,14
"1","1","1","1","1",3,1,"2",34,12,10,4,3,"1","1",3.2188758248682,"0","0","0",5,7,2,6,4.4,4.4,2,3,0.532608135940035,6,2,2,0,0,"0",3.5,2.5,"1","1",34,4,"1",3,"0","0","0","0","0","0","0","0","0",3,1,"0.7259314",7.569198,"0","0",14.3333333333333,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",2,0,"1",42.575,14,12,4,5,"1","1",3.97458362261538,"0","0","0",4.25,2,2.514,3.5625,4.4,4.4,6,5,0.0428090425380632,5,3,2,2,1,"1",3,5,"1","1",42.76,3.395,"1",3.965,"0","0","0","0","0","0","0","0","0",3.75,1.06,"0.7259314",7.569198,"0","1",13.0833333333333,"0","1","0","0","0",0,0,0,0,14
"1","0","0","0","0",3,1,"1",39,12,13.36908,3,3.347201,"1","0.929593",3.25809653802148,"0","0","0",5,3,2,3,5,4.243704,4,2.910392,-0.0005413742,3,1,1.100092,2,1.068472,"0",4,4.363035,"1","0.8700154",39,3.5,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,1.397,"1",7.569198,"0","0",12.9166666666667,"0","1","0","0","0",2,3,0,0,13
"1","1","1","1","1",3,1,"2",46,12,10,2,3,"1","1",3.68887945411394,"0","0","0",4.25,5,2,3,5,5,5,4,-0.329350225757261,2,1,1,1,1,"0",5,5,"1","1",46,3,"1",3,"1","0","0","1","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",16.1666666666667,"1","0","0","0","1",0,0,0,0,10
"1","1","1","1","1",4,2,"2",37,14,12,4,2,"1","1",3.76120011569356,"0","0","0",4.25,7,4,3,4.4,4.4,9,7,-0.329350225757261,4,2,1,3,3,"0",4.5,4.5,"1","1",37,3.5,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",12.8333333333333,"0","0","0","0","0",0,0,0,0,18
"1","1","1","1","1",3,1,"1",37,14,12,2,3,"0","1",4.18965474202643,"0","0","0",3.75,7,4,3,5,3.8,5,1,0.532608135940035,3,3,1,0,1,"1",5,5,"1","1",37,4,"1",3,"0","0","0","0","1","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.25,"0","0","1","0","0",2,0,0,0,16
"1","1","1","1","1",4,2,"2",34,12,14,1,5,"0","1",4.26267987704132,"0","0","0",3.75,4,6,6,4.6,4.4,9,7,0.131756333573896,3,3,0,2,3,"0",5,5,"1","1",34,3,"1",5,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",13.5833333333333,"0","0","0","0","0",0,0,0,0,16
"1","0","0","0","0",1,0,"1",35,14,13.36908,5,3.347201,"1","0.929593",3.68887945411394,"0","0","0",4,5,4,6,5,4.243704,4,2.910392,-0.0005413742,2,1,1.100092,1,1.068472,"1",5,4.363035,"1","0.8700154",35,1,"1",3,"1","0","0.06048632","1","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"0","1",13.6666666666667,"0","0","0","0","0",0,0,0,0,16
"1","0","0","0","0",3,2,"2",75,8,13.36908,1,3.347201,"0","0.929593",2.19722457733622,"1","1","1",3.5,2,0,3,4,4.243704,2,2.910392,-0.0005413742,3,3,1.100092,0,1.068472,"0",4.5,4.363035,"1","0.8700154",75,4,"1",1,"0","0","0.06048632","1","0.1127865","1","0.05724351","0","0",3,0,"1",7.569198,"0","1",17.6666666666667,"0","1","0","0","0",0,0,0,0,12
"1","0","0","1","1",7,4,"4",43,10,13.36908,1,3.347201,"0","0.929593",2.56494935746154,"1","1","0",4.25,3,0,4,5,4.243704,3,2.910392,-1.70622029794432,3,3,1.100092,1,1.068472,"0",5,4.363035,"1","0.8700154",43,3,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"0","0",16.0833333333333,"0","1","0","0","0",0,0,0,0,10
"1","1","1","1","1",4,2,"3",37,12,12,2,3,"1","1",3.43398720448515,"0","0","0",5,7,1,3,4.6,5,2,2,0.993714695271192,1,3,1,1,1,"0",5,3,"1","1",37,2.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",13.9166666666667,"0","0","0","0","0",0,0,0,0,13
"1","1","1","1","1",3,1,"2",39,10,12,3,3,"1","1",3.58351893845611,"0","0","0",3.75,0,3,3,4.2,4,2,1,0.332182234756965,1,2,3,1,1,"0",3,3,"1","1",39,3.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.4166666666667,"0","0","0","0","0",0,0,0,0,10
"1","0","0","0","0",3,2,"1",39,14,13.36908,5,3.347201,"1","0.929593",3.09104245335832,"0","0","1",4,7,2,3,3.8,4.243704,4,2.910392,-0.0005413742,3,3,1.100092,1,1.068472,"1",5,4.363035,"1","0.8700154",39,3.5,"1",4,"0","0","0.06048632","1","0.1127865","0","0.05724351","0","0",4,0,"1",7.569198,"0","1",12.75,"0","1","0","0","0",3,1,0,0,14
"1","1","1","1","1",6,2,"3",37,16,14,5,2,"1","1",3.76120011569356,"0","0","0",3.25,7,3.03,6,5,4,8,6,0.592862892905053,4,3,3,2,3,"1",5,5,"1","1",37,3.5,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",14.4166666666667,"0","1","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,0,"2",45,14,16,5,5,"1","1",4.02535169073515,"0","0","0",3,7,3,3,4.8,4.4,5,1,-0.0686695676091736,4,2,2,1,0,"0",5,5,"0","0",45,4,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",12.6666666666667,"0","1","0","0","0",0,0,0,0,16
"1","0","0","0","0",2,1,"2",37,12,13.36908,3,3.347201,"1","0.929593",2.39789527279837,"0","0","1",4,7,0,0,4.8,4.243704,3,2.910392,-0.0005413742,5,3,1.100092,1,1.068472,"1",5,4.363035,"1","0.8700154",37,3.5,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",1,1,"1",7.569198,"0","1",13.1666666666667,"0","1","0","0","0",2,1,0,0,16
"1","0","0","0","0",4,0,"1",30,16,13.36908,4,3.347201,"1","0.929593",3.04452243772342,"0","0","0",3.75,0,1,3,4.4,4.243704,2,2.910392,-0.0005413742,4,3,1.100092,0,1.068472,"0",2.5,4.363035,"1","0.8700154",30,4,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,0,"1",7.569198,"1","0",13,"0","1","0","0","0",2,0,0,0,16
"1","0","0","0","0",2,1,"1",35,12,13.36908,4,3.347201,"1","0.929593",3.93182563272433,"0","0","0",3.75,5,3,3,3.2,4.243704,2,2.910392,-0.0005413742,2,3,1.100092,1,1.068472,"0",4.5,4.363035,"1","0.8700154",35,3,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,1,"1",7.569198,"0","1",15,"0","0","0","0","0",2,1,0,0,14
"1","1","1","1","1",4,2,"1",43,13,16,2,2,"1","1",3.98230732902229,"0","0","0",3.25,7,2,3,3.6,3.6,4,2,-0.52977612694033,2,3,1,1,0,"0",5,5,"1","1",43,3,"1",3,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",14.5833333333333,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"2",46,17,17,5,5,"1","1",4.70953020131233,"0","0","1",4.25,7,4,3,4.6,3.2,4,1,-0.52977612694033,2,2,1,1,0,"1",5,5,"1","1",45.2683333333333,4,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.8333333333333,"0","0","0","0","0",0,0,0,0,19
"1","0","0","0","0",2,1,"2",44,13,13.36908,5,3.347201,"1","0.929593",4.07753744390572,"0","0","0",3.75,5,2,6,4.2,4.243704,6,2.910392,-0.0005413742,0,2,1.100092,2,1.068472,"0",5,4.363035,"1","0.8700154",44,1,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"0","0",14.8333333333333,"0","0","0","0","0",0,0,0,0,16
"1","1","0","1","1",4,2,"1",32,14,14,4,2,"1","1",3.97029191355212,"0","0","0",4,3,2,3,4.2,5,4,4,0.993714695271192,0,2,2,0,0,"0",5,5,"1","1",32,3.5,"1",4,"1","0","0","0","0","0","0","1","0",4,2,"1",6,"0","1",13.5,"0","0","0","0","0",2,0,0,0,14
