"ResidentMotherPresence","ResidentFatherPresence","ResidentBiologicalParents","ParentMarried","ParentPartnered","HouseholdSize","NumberSiblings","BirthOrder","ParentAge","MotherEducation","FatherEducation","MotherOccupationPrestige","FatherOccupationPrestige","MotherWorkForPay","FatherWorkForPay","FamilyIncome","PublicAssistance","Welfare","EconomicHardship","FamilySocialSupport","SharedDinner","IntergenerationalClosure","ParentConnectionFriends","MotherRelationshipQuality","FatherRelationshipQuality","MotherSharedActivity","FatherSharedActivity","ParentPartnerRelationship","ParentControl","MotherSupervision","FatherSupervision","MotherInvolveSchool","FatherInvolveSchool","ParentPTA","MotherEducationExpectation","FatherEducationExpectation","MotherNativity","FatherNativity","ParentYearsInUS","ParentReligiosity","EnglishHome","ParentHealth","ParentSmoke","MotherAlcoholic","FatherAlcoholic","MotherObese","FatherObese","MotherDisable","FatherDisable","SmokerHousehold","DrugHousehold","FamilyAccessMedicalCare","ParentPreviousRelationship","NonresidentBioFatherDeceased","YearsLiveStepfather","BornToAdolescentParent","Sex","Age","Latinx","Black","NativeAmerican","AAPI","OtherRace","EmotionalAbuse","PhysicalAbuse","BioMotherIncarceration","BioFatherIncarceration","EducationAttainment"
"1","1","1","1","1",2,0,"2",45,16,16,5,4,"1","1",4.11087386417331,"0","0","0",3.75,7,1,6,4.2,4.4,4,4,0.532608135940035,1,1,2,2,2,"1",5,5,"1","1",45,2.5,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",17.8333333333333,"0","0","0","0","0",0,0,0,0,17
"1","0","0","0","0",1,0,"3",46.6066666666667,17,13.36908,5,3.347201,"1","0.929593",3.7919527663421,"0","0","0",4.25,7,3.49666666666667,3.78,4,4.243704,8,2.910392,0.029507394238188,1,2,1.100092,3,1.068472,"1",5,4.363035,"1","0.8700154",46.13,3.358,"1",4.03166666666667,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",3.63555555555556,1.08833333333333,"1",7.569198,"0","1",15.5,"0","0","0","0","0",5,0,0,0,14
"1","1","1","1","1",3,1,"3",48,13,13,3,3,"1","1",3.91202300542815,"0","0","0",4.5,5,6,3,5,5,6,5,-0.128924324574191,1,3,3,2,2,"0",3.5,3.5,"1","1",48,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",17.1666666666667,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",5,2,"2",37,12,12,4,2,"1","1",3.58351893845611,"0","0","0",4.5,4,5,2,4.4,4.8,6,6,0.332182234756965,1,3,2,2,2,"1",4.5,4.5,"1","1",37,4,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",16.9166666666667,"0","0","0","0","0",3,0,0,0,14
"1","0","0","0","0",2,1,"1",43,12,13.36908,4,3.347201,"1","0.929593",2.83321334405622,"0","0","0",2.75,3,1,3,4.4,4.243704,4,2.910392,-0.0005413742,0,1,1.100092,0,1.068472,"0",3,4.363035,"1","0.8700154",43,1,"1",3,"0","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,1,"1",7.569198,"0","1",18,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"1",37,10,8,3,5,"1","1",3.66073195809784,"0","0","0",4.5,7,0,2,5,5,7,5,0.131756333573896,2,2,0,2,2,"0",4.5,5,"1","1",37,3.5,"1",3,"1","0","0","1","1","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",17.25,"0","0","0","0","0",2,0,0,1,14
"1","1","1","1","1",4,2,"2",45,16,14,5,3,"1","1",3.43398720448515,"0","0","0",4,2,6,3,4.2,4.2,3,3,-0.128924324574191,5,3,2,0,0,"0",4,4.5,"1","1",45,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",18.5833333333333,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",5,2,"1",40,12,12,5,2,"1","1",3.49650756146648,"0","0","1",3.5,2,3,6,4.4,4.8,4,1,0.332182234756965,0,1,2,1,0,"0",3,3,"1","1",40,4,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",17.9166666666667,"0","0","0","0","0",0,0,0,0,10
"1","1","1","1","1",5,2,"2",37,10,10,4,3,"1","1",3.22906944530218,"0","1","1",3,7,0,1,3,4,1,1,-0.33865221354938,3,3,1,0,0,"0",3,3,"1","1",37,3,"1",3,"1","0","0","0","0","0","0","1","0",2.86,1,"0.7259314",7.569198,"0","1",17,"0","0","0","0","0",5,0,0,0,10
"1","1","1","1","1",2,0,"4",52,13,10,2,2,"1","1",3.43398720448515,"0","0","0",4.5,7,3,3,5,4.4,3,0,-0.844261936247024,1,3,1,1,0,"0",5,5,"1","1",52,3.5,"1",3,"0","0","0","1","0","0","0","0","0",1,1,"0.7259314",7.569198,"0","0",18.25,"0","0","0","0","0",0,0,0,0,14
"1","0","0","0","0",2,1,"1",40,16,13.36908,5,3.347201,"1","0.929593",3.58351893845611,"0","0","0",4.25,5,4,3,5,4.243704,4,2.910392,-0.0005413742,1,2,1.100092,0,1.068472,"0",4,4.363035,"1","0.8700154",40,4,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,1,"1",7.569198,"0","1",15.25,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",3,1,"1",36,12,12,1,3,"0","1",3.66356164612965,"0","0","0",4.25,1,2,3,4.4,4.4,2,1,0.532608135940035,1,3,0,2,1,"1",4.5,4.5,"1","1",36,2.5,"1",4,"0","0","0","0","0","0","0","0","0",4,2,"0.7259314",7.569198,"0","0",17.9166666666667,"0","0","0","0","0",5,4,0,0,14
"1","1","1","1","1",3,1,"1",39,17,14,5,3,"1","1",4.14313472639153,"0","0","0",5,5,1,3,5,4.4,4,1,0.993714695271192,0,1,1,2,1,"0",5,4,"1","1",39,2.5,"1",4,"0","0","0","0","1","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",16.3333333333333,"0","0","0","0","0",0,0,0,0,18
"1","0","0","0","0",4,3,"1",47,12,13.36908,5,3.347201,"1","0.929593",2.63905732961526,"0","0","0",4.5,7,3,6,5,4.243704,7,2.910392,-0.0005413742,1,2,1.100092,2,1.068472,"0",5,4.363035,"1","0.8700154",47,1,"1",2,"0","0","0.06048632","1","0.1127865","0","0.05724351","0","0",3,3,"1",7.569198,"0","0",13.4166666666667,"0","0","1","0","0",0,0,0,0.74,12
"1","1","1","1","1",4,1,"2",43,16,12,5,3,"1","1",3.87120101090789,"0","0","0",3.75,7,4,3,3.6,3.4,6,1,0.532608135940035,2,2,1,2,0,"0",4,4,"0","1",43,4,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",17.75,"1","0","0","0","1",0,0,0,0,12
"1","1","1","1","1",6,3,"3",44,12,12,5,3,"1","1",0,"0","0","0",4.25,6,4,2,4.8,4.6,6,5,0.131756333573896,1,3,2,3,2,"0",5,4.5,"1","1",44,3,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",18.1666666666667,"0","0","0","0","0",2,0,0,0,13
"1","1","1","1","1",3,1,"2",40,12,12,5,4,"1","1",3.8286413964891,"0","0","0",5,4,6,3,5,5,4,4,0.332182234756965,3,2,2,2,2,"1",5,5,"1","1",40,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",15.1666666666667,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",3,1,"1",37,12,12,5,2,"1","1",3.43398720448515,"0","0","0",4,7,0,6,4.8,3.2,4,1,-0.128924324574191,2,2,2,1,0,"0",4,5,"1","1",37,2.5,"1",3,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",16.9166666666667,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",3,1,"1",38,12,12,3,5,"1","1",3.25809653802148,"0","0","0",5,5,0,1,5,5,3,4,0.532608135940035,5,2,2,1,1,"0",3.5,3.5,"1","1",38,1.5,"1",5,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",4,2,"2",45.98,14,11,5,2,"1","0",3.77326179579873,"0","0","0",3.75,4,2.833,3.77,4,4.4,4,6,0.156704593912687,2,3,3,1,2,"0",5,5,"1","1",45.76,3.615,"1",3.54,"0","0","0","0","0","0","1","0","0",3.84,1,"0.7259314",7.569198,"0","1",17.8333333333333,"0","0","0","0","0",1,0,0,0,14
"0","1","0","0","1",2,0,"1",49,13.22558,16,3.350598,3,"0.7734247","1",3.43398720448515,"0","0","0",4.25,7,0,0,4.430109,4.2,3.951984,2,-1.44553963979623,2,2.090406,2,1.280745,2,"0",4.341575,3.5,"0.8798627","1",49,1.5,"1",1,"1","0.0141125","1","0.1901437","0","0.04313021","0","1","0",3,2,"0.7259314",7.569198,"0","0",14.4166666666667,"0","0","0","0","0",2,0,0,1,16
"1","1","1","1","1",3,1,"2",44.024,14,16,4,4,"1","1",4.15439698764857,"0","0","0",3.5,4,2.94733333333333,3.79,4.4,3.4,1,2,0.149503877601848,0,2,2,1,1,"1",5,5,"1","1",44,3.435,"1",4.19,"0","0","0","0","0","0","0","0","0",3.96,0.98,"0.7259314",7.569198,"0","0",16.75,"0","0","0","0","0",2,0,0,0,16
"1","1","1","1","1",2,0,"1",47,17,16,2,5,"1","1",5.01727983681492,"0","0","0",3.25,7,0,6,4.4,4,3,2,0.993714695271192,1,2,2,2,1,"1",4,3,"1","1",47,2.5,"1",5,"0","0","0","0","0","0","0","0","0",3,1,"0.7259314",7.569198,"0","0",17,"0","0","0","0","0",1,3,0,0,18
"1","1","1","1","1",6,1,"3",41,12,12,2,3,"0","1",3.42606531114318,"0","0","0",5,4,0,2,5,5,4,4,-0.790456785088418,2,3,2,2,2,"0",3.5,3.5,"1","1",41,3.5,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",18.75,"0","0","0","0","0",1,0,0,1,12
"1","1","1","1","1",2,0,"1",57,14.88,16,5,4,"1","1",3.71357206670431,"0","0","0",4.5,6,4,2,4.6,4.8,4,2,0.0715015766088781,0,2,2,1,1,"1",4.5,4.5,"1","1",57,3.5,"1",2,"0","0","0","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16.3333333333333,"0","0","0","0","0",0,0,0,0,13
"1","1","1","1","1",4,2,"1",39,12,8,3,3,"0","1",3.07399250008343,"0","0","1",2.5,0,0,2,4,2.4,1,1,0.0715015766088781,1,3,0,0,1,"0",3,2,"1","1",31.33,2.5,"0",3,"0","0","0","0","0","0","0","0","0",3,1,"0.7259314",7.569198,"0","0",18.4166666666667,"1","0","0","0","1",0,0,0,0,10
"1","1","1","1","1",3,1,"1",50,17,12,5,5,"1","1",4.39444915467244,"0","0","0",3.75,2,4,3,4.4,5,6,2,0.131756333573896,0,1,2,2,2,"1",5,4.5,"1","1",50,3,"1",4,"0","0","1","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",17.5,"0","0","0","0","0",4,0,0,0,14
"1","0","0","0","1",3,1,"1",41,12,13.36908,4,3.347201,"1","0.929593",3.8286413964891,"0","0","0",2.75,7,2,3,4.2,4.243704,4,2.910392,0.993714695271192,2,1,1.100092,1,1.068472,"1",5,4.363035,"1","0.8700154",41,1.5,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",3,1,"1",7.569198,"0","0",17.8333333333333,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",4,1,"2",46,12,12,4,3,"1","1",3.93182563272433,"0","0","0",3.75,6,2,3,5,3.2,4,0,0.0715015766088781,0,1,0,1,0,"0",4,4.5,"1","1",46,2.5,"1",5,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","0",17.4166666666667,"0","0","0","0","0",1,0,0,0,12
"1","1","1","1","1",5,2,"1",37,10,10,2,2,"0","0",2.52322090035077,"1","1","0",5,3,2,2,5,5,4,2,-0.329350225757261,0,3,3,2,0,"0",5,5,"1","1",37,3,"1",2,"0","1","1","1","1","0","1","0","0",3,1,"0.7259314",7.569198,"0","1",14.5,"0","0","0","0","0",0,0,4,0,12
"0","0","0","1","1",1,0,"1",39.6542857142857,13.22558,13.36908,3.350598,3.347201,"0.7734247","0.929593",3.71458383893688,"0","0","0",3.5,4.608819,1.115,3.7169696969697,4.430109,4.243704,3.951984,2.910392,-0.0444860157688026,1.807349,2.090406,1.100092,1.280745,1.068472,"0",4.341575,4.363035,"0.8798627","0.8700154",39.52,2.66766666666667,"1",3.60533333333333,"0","0.0141125","0.06048632","0.1901437","0.1127865","0.04313021","0.05724351","0","0",3.59,1.49,"1",7.569198,"0","1",16.9166666666667,"0","0","0","0","0",5,5,0,0.274,14
"1","1","0","1","1",2,0,"4",47.16,12,16,4,3,"1","1",3.87095276070012,"0","0","0",3,7,1.95,3.58,4.4,3.8,5,1,-0.0504845972224009,0,1,1,2,1,"0",4.5,4,"1","1",46.5041666666667,3.1575,"1",3.03,"0","0","0","0","0","1","0","0","0",3.67,2.05,"1",5,"0","0",17.0833333333333,"0","0","0","0","0",0,0,0,0,13
"1","1","1","1","1",3,1,"1",41,12,12,3,3,"1","1",3.77554831892135,"0","0","0",4.75,3,4,6,4.2,4.2,2,1,0.993714695271192,3,2,1,0,0,"0",5,5,"1","1",41,1,"1",4,"1","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.9166666666667,"0","0","0","0","0",0,0,0,0,12
"1","1","1","1","1",2,0,"4",47,13,14.4133333333333,5,4,"0","1",4.02535169073515,"0","0","0",3.5,3,1,3,3.6,4.6,3,3,-0.52977612694033,1,3,1,0,0,"0",5,5,"1","1",47,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",16.0833333333333,"0","0","1","0","0",0,0,0,0,14
"1","1","1","1","1",2,0,"3",46,14,12,3,2,"1","1",3.95124371858143,"0","0","0",4,7,2,3,4.8,4.2,4,3,-0.329350225757261,2,3,1,0,0,"0",4,4,"1","1",46,4,"1",3,"0","0","0","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",18.25,"0","0","1","0","0",0,0,0,0,16
"1","1","1","1","1",3,1,"2",47,14,14,4,3,"1","1",3.43398720448515,"0","0","0",5,6,4,3,5,5,5,4,0.532608135940035,5,3,3,1,1,"1",4.5,4.5,"1","1",47,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",16.5833333333333,"0","0","0","0","0",0,0,0,0,18
"1","1","1","1","1",4,2,"1",46,12,17,3,3,"1","1",3.97029191355212,"0","0","0",3.5,5,6,3,3.4,2,3,3,0.532608135940035,5,2,2,1,1,"1",4.5,5,"1","1",46,4,"1",4,"0","0","0","1","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",17.3333333333333,"0","0","0","0","0",2,0,0,0,14
"1","1","0","1","1",2,0,"1",62,12,17,1,1,"0","0",3.64289711533714,"0","0","0",4.75,7,3,3,5,5,5,6,0.532608135940035,1,3,3,3,3,"0",5,5,"1","1",62,4,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"1",7.569198,"0","1",16.5833333333333,"0","0","0","0","0",1,0,0,0,14
"1","0","0","1","1",3,1,"2",41,12,13.36908,2,3.347201,"1","0.929593",3.76120011569356,"0","0","0",3.5,0,2,3,4,4.243704,4,2.910392,0.993714695271192,0,1,1.100092,1,1.068472,"0",1,4.363035,"0","0.8700154",41,4,"1",4,"0","0","0.06048632","1","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","1",17,"0","0","0","0","0",3,0,0,0,16
"1","1","1","1","1",2,0,"3",44,17,17,5,5,"1","1",5.30330490805908,"0","0","0",5,7,5,3,5,5,5,4,0.793288794088122,1,3,3,2,2,"1",5,5,"1","1",44,4,"1",4,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",15.6666666666667,"0","0","0","0","0",0,0,0,0,20
"1","1","1","0","1",3,1,"2",41,16,14,5,3,"1","1",3.43398720448515,"0","0","0",2.75,4,2,3,3.2,1.6,1,4,0.332182234756965,1,2,1,0,2,"0",5,4.5,"1","1",41,2,"1",2,"1","0","1","0","0","0","0","1","1",4,1,"0.7259314",7.569198,"0","1",16.1666666666667,"0","0","0","0","0",5,1,0,1,14
"1","1","1","1","1",5,2,"2",39,12,10,1,3,"0","1",3.66356164612965,"0","1","0",3.5,7,2,3,4.4,4.4,4,3,0.993714695271192,1,3,2,2,2,"0",4.5,4.5,"1","1",39,3,"1",3,"0","0","0","0","0","0","0","1","0",3,1,"0.7259314",7.569198,"0","1",17.5833333333333,"0","0","0","0","0",0,0,0,0,10
"1","1","1","1","1",5,2,"2",40.655,8,8,3,3,"1","1",3.31302765928,"0","0","0",3.75,4,1.11,3.13,4.2,4,1,0,-0.0200045621558164,1,2,1,0,0,"0",5,5,"0","0",30.7491666666667,3.27,"0",3.48,"0","0","0","0","0","0","0","0","0",3.3,1.02,"0.7259314",7.569198,"0","0",15.8333333333333,"0","0","0","1","0",0,1,0,0,12
"1","0","0","0","0",2,1,"1",40,13,13.36908,1,3.347201,"0","0.929593",2.484906649788,"1","1","0",4,5,2,3,5,4.243704,3,2.910392,-0.0005413742,2,3,1.100092,2,1.068472,"1",3,4.363035,"1","0.8700154",40,2.5,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,2,"1",7.569198,"0","0",16.0833333333333,"0","1","0","0","0",0,0,0,0,10
"1","1","0","1","1",2,0,"1",37,12,12,2,2,"0","1",3.93182563272433,"0","0","0",4,7,0,3,4.4,4,2,2,-1.30536849557818,2,2,2,1,1,"0",4,4,"1","1",37,2.5,"1",4,"1","0","0","0","0","0","0","1","0",4,2,"1",3,"0","1",17.6666666666667,"0","0","0","0","0",3,0,0,1,14
"1","1","1","1","1",4,2,"1",42,17,13,5,3,"1","1",3.85014760171006,"0","0","0",2.25,3,1,6,2.6,1.8,3,0,-0.0686695676091736,2,2,3,1,0,"1",4,3,"1","1",42,4,"1",3,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","0",17.6666666666667,"1","0","0","0","1",1,1,0,0,14
"1","0","0","0","1",3,1,"1",37,12,13.36908,5,3.347201,"1","0.929593",2.77258872223978,"0","0","0",2.75,7,0,3,4.4,4.243704,5,2.910392,-1.24511373861316,1,2,1.100092,2,1.068472,"0",4.5,4.363035,"1","0.8700154",37,2.5,"1",5,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","1",4,3,"1",7.569198,"0","0",16.6666666666667,"0","0","0","0","0",3,0,0,1.30444444444444,14
"1","0","0","0","0",3,1,"1",41,17,13.36908,5,3.347201,"1","0.929593",3.76120011569356,"0","0","1",4.25,4,1,3,5,4.243704,7,2.910392,-0.0005413742,4,3,1.100092,3,1.068472,"1",5,4.363035,"1","0.8700154",41,3.5,"1",5,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,2,"1",7.569198,"0","1",16.5,"0","1","0","0","0",2,0,0,0,16
"1","1","1","1","1",4,1,"1",44,16,16,5,4,"1","1",4.33073334028633,"0","0","0",5,7,2,3,5,4.8,5,2,0.189752861840839,3,1,2,2,1,"0",5,5,"1","1",44,3.5,"1",4,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.4166666666667,"0","1","0","0","0",0,0,0,0,17
"1","1","1","1","1",3,1,"1",44,16,12,4,3,"1","1",3.58351893845611,"0","0","0",4.75,7,6,3,5,4.8,7,5,0.332182234756965,4,2,2,3,2,"0",4.5,4.5,"1","1",44,2.5,"1",3,"0","0","1","1","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.6666666666667,"0","0","0","0","1",0,0,0,0,14
"1","1","1","1","1",3,1,"2",38,12,12,4,5,"1","1",3.98898404656427,"0","0","0",5,5,1,3,4.6,4.4,1,1,0.0715015766088781,3,3,0,0,0,"0",5,5,"1","1",38,3,"1",3,"0","0","0","0","0","1","0","1","0",4,1,"0.7259314",7.569198,"0","0",16.3333333333333,"0","0","0","0","0",0,0,0,0,16
"1","1","1","1","1",3,1,"2",52,16,14,5,3,"1","1",3.76120011569356,"0","0","0",4,7,2,1,3.6,4,2,1,0.131756333573896,0,2,2,0,0,"0",4,3.5,"1","1",52,1,"1",5,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",14.0833333333333,"0","0","0","0","0",4,0,0,0,16
"1","1","1","1","1",3,1,"1",39,16,17,5,5,"1","1",4.61512051684126,"0","0","0",4.75,7,6,3,4.8,5,5,5,0.332182234756965,1,2,2,0,1,"1",5,5,"1","1",39,2,"1",2,"0","0","0","0","0","0","0","0","0",4,1,"0.7259314",7.569198,"0","1",13.75,"0","0","0","0","0",0,0,0,0,17
"1","1","1","0","0",4,2,"2",38,12,12,5,2,"1","1",2.77451711841913,"1","1","0",5,5,0,6,5,5,3,1,-0.0005413742,3,1,1,1,0,"0",5,5,"1","1",38,4,"1",4,"0","0","0","0","0","0","0","0","0",4,0,"0.7259314",7.569198,"0","1",16.6666666666667,"0","1","0","0","0",2,0,0,0,14
"1","1","1","1","1",3,1,"1",31,10,8,3,3,"1","1",3.63758615972639,"0","0","0",4.5,7,0,3,4.8,5,4,3,0.332182234756965,1,2,2,3,3,"0",3,3,"1","1",31,3,"1",3,"1","0","0","0","0","0","0","1","0",3,1,"0.7259314",7.569198,"1","1",15.5833333333333,"0","0","0","0","0",4,2,0,2,13
"1","0","0","0","0",1,0,"1",38,12,13.36908,4,3.347201,"1","0.929593",3.25809653802148,"0","0","0",4,3,4,3,4.6,4.243704,5,2.910392,-0.0005413742,2,2,1.100092,2,1.068472,"0",3.5,4.363035,"1","0.8700154",38,1,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",1,2,"1",7.569198,"0","0",16.6666666666667,"0","0","0","0","0",1,0,0,0,12
"1","0","0","0","0",2,0,"4",44,16,13.36908,4,3.347201,"1","0.929593",3.36729582998647,"0","0","0",3,2,0,3,1.8,4.243704,3,2.910392,-0.0005413742,0,2,1.100092,1,1.068472,"0",4.5,4.363035,"1","0.8700154",44,4,"1",4,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,2,"0",7.569198,"0","1",16,"0","1","0","0","0",2,0,0,0,14
"1","0","0","1","1",7,1,"3",50,8,13.36908,2,3.347201,"1","0.929593",4.51085950651685,"0","0","0",3.75,4,1,3,4.2,4.243704,5,2.910392,0.0715015766088781,3,3,1.100092,0,1.068472,"0",4,4.363035,"0","0.8700154",50,3.5,"0",3,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,1,"1",7.569198,"0","0",20.0833333333333,"1","0","0","0","1",0,0,0,1,10
"1","1","1","1","1",3,0,"2",40,10,10,1,3,"0","1",2.19722457733622,"1","1","0",4,4,1,3,4.4,3.8,3,1,-1.96690095609241,2,1,1,0,0,"0",2.5,5,"1","1",40,2,"1",1,"1","0","0","1","1","0","1","1","0",4,1,"0.7259314",7.569198,"0","0",18.4166666666667,"0","0","0","0","0",1,1,1,5,10
"1","0","0","0","0",2,1,"1",43,17,13.36908,5,3.347201,"1","0.929593",4.18965474202643,"0","0","0",4,7,2,6,4.8,4.243704,4,2.910392,-0.0005413742,1,2,1.100092,0,1.068472,"1",5,4.363035,"1","0.8700154",43,4,"1",4,"0","0","0.06048632","0","0.1127865","0","0.05724351","0","0",4,1,"1",7.569198,"0","1",18.3333333333333,"0","1","0","0","0",3,1,0,0,19
"1","1","1","1","1",5,2,"1",40.334,12,11.6370241333333,4,3,"1","0",3.42527573380603,"0","0","0",3.75,1,0,6,3.8,2,4,0,-0.764140380555602,2,1,0,0,0,"0",3,1,"1","1",38.945,2.74,"1",3.34,"1","1","1","1","0","0","0","1","0",2.93,1.398,"0.7259314",7.569198,"0","1",18.75,"0","1","0","0","0",4,0,0,2,12
"1","0","0","0","0",6,4,"1",33,10,13.36908,1,3.347201,"0","0.929593",3.93182563272433,"0","1","0",3.25,0,1,3,2.2,4.243704,2,2.910392,-0.0005413742,1,3,1.100092,0,1.068472,"0",3.5,4.363035,"1","0.8700154",33,4,"1",5,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",4,4,"0",7.569198,"1","1",16.5833333333333,"0","0","0","1","0",5,5,0,1.6475,14
"0","1","0","0","1",2,1,"1",36,13.22558,10,3.350598,2,"0.7734247","1",3.04452243772342,"0","0","0",4.25,5,0,3,4.430109,5,3.951984,3,-2.76860456082469,0,2.090406,2,1.280745,1,"0",4.341575,4,"0.8798627","1",36,3,"1",2,"1","0.0141125","0","0.1901437","0","0.04313021","0","1","0",4,3,"0.7259314",7.569198,"0","1",17.9166666666667,"0","0","0","0","0",0,0,1,0.874,10
"1","1","1","1","1",4,1,"1",37,12,12,5,3,"1","1",3.66356164612965,"0","0","0",4,0,2,3,5,2.4,3,2,-2.30749800149353,0,3,1,0,0,"1",4,5,"1","1",37,1,"1",3,"0","0","1","0","0","0","0","1","1",4,1,"0.7259314",7.569198,"0","1",16.25,"0","0","0","0","0",5,3,0,1,14
"0","0","0","1","1",3,0,"1",38.23,13.22558,13.36908,3.350598,3.347201,"0.7734247","0.929593",3.24225074667127,"0","0","0",5,4.608819,1.154,3.81,4.430109,4.243704,3.951984,2.910392,-0.286264350381777,1.807349,2.090406,1.100092,1.280745,1.068472,"0",4.341575,4.363035,"0.8798627","0.8700154",37.6441666666667,2.21625,"1",3.465,"1","0.0141125","0.06048632","0.1901437","0.1127865","0.04313021","0.05724351","1","0",3.1,1.485,"1",7.569198,"0","1",19.3333333333333,"0","0","0","0","0",3,2,0,8,10
"1","1","0","1","1",3,1,"1",45.29,17,16,5,5,"1","1",4.34949598306789,"0","0","0",4.25,0,2.32,3.92,4,3.8,3,2,0.0376021111522346,1,2,2,0,0,"1",4.5,4.5,"1","1",44.8758333333333,3.152125,"1",4.226,"0","0","0","0","0","0","0","0","0",3.82,1.41,"0.7259314",7.569198,"0","1",18.1666666666667,"0","0","0","0","0",5,0,0,0,14
"1","1","0","0","0",2,0,"1",47,10,11.9836908,2,3,"1","1",3.53598444019918,"0","0","0",3.5,0,0,3,3.2,3.8,7,0,-0.0005413742,1,2,0,2,0,"0",5,5,"1","1",47,3.5,"1",3,"0","0","0","0","0","0","0","0","0",3,1,"1",4,"0","1",17.1666666666667,"0","1","0","0","0",4,2,0,0,14
"1","0","0","0","1",3,0,"1",39,13,13.36908,5,3.347201,"1","0.929593",2.39789527279837,"0","0","0",3.75,3,2,3,3.2,4.243704,5,2.910392,0.332182234756965,1,2,1.100092,2,1.068472,"0",3.5,4.363035,"1","0.8700154",39,4,"1",3,"1","0","0.06048632","0","0.1127865","0","0.05724351","1","0",3,1,"0",7.569198,"0","0",18.5,"0","1","0","0","0",0,0,0,0,12
"1","1","1","1","1",5,2,"2",40,12,12,4,2,"1","1",3.71357206670431,"0","0","0",4.25,4,2,3,4.2,3.8,8,4,-0.329350225757261,0,3,1,2,2,"0",4.5,4.5,"1","1",40,3.5,"1",4,"0","0","0","0","0","0","0","1","0",4,1,"0.7259314",7.569198,"0","1",15.75,"0","0","0","0","0",0,0,0,0,14
"1","1","1","1","1",4,2,"3",47,12,8,5,3,"1","1",3.5378748209254,"0","0","0",4,6,2,3,4.4,4.2,5,3,0.131756333573896,1,2,2,2,1,"0",1,2,"1","1",47,4,"1",3,"0","0","0","0","0","0","0","1","0",2,1,"0.7259314",7.569198,"0","1",17.4166666666667,"0","0","0","0","0",1,0,0,0,17
